"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir04Ox-b14660.2",0,0.386443914821006,0.408,0.064,0,"Chir04Ox-b14660.2"
"Chir08Ox-b06650.2",0,0.341241058661149,0.38,0.065,0,"Chir08Ox-b06650.2"
"Chir04Ox-b30440.2",0,0.414493168178339,0.329,0.067,0,"Chir04Ox-b30440.2"
"Chir07Ox-b31740.2",0,0.335011922527563,0.38,0.068,0,"Chir07Ox-b31740.2"
"Chir03Ox-b25470.2",2.74077663068218e-274,0.254224192475964,0.301,0.068,5.38836685592116e-270,"Chir03Ox-b25470.2"
"Chir02Ox-b10450.2",2.94298612881235e-207,0.276734669651128,0.266,0.068,5.78591072924508e-203,"Chir02Ox-b10450.2"
"Chir04Ox-b21260.2",9.19671525551462e-112,0.279526869327037,0.218,0.069,1.80807421923417e-107,"Chir04Ox-b21260.2"
"Chir03Ox-b11790.2",0,0.279990120942957,0.337,0.07,0,"Chir03Ox-b11790.2"
"Chir01Ox-b37770.2",1.22339914205588e-144,0.302330477485631,0.242,0.07,2.40520271328187e-140,"Chir01Ox-b37770.2"
"Chir05Ox-b00300.2",0,0.311503587876708,0.329,0.071,0,"Chir05Ox-b00300.2"
"Chir05Ox-b26010.2",0,0.279350164183984,0.359,0.071,0,"Chir05Ox-b26010.2"
"Chir01Ox-b16770.2",0,0.357717021738234,0.422,0.072,0,"Chir01Ox-b16770.2"
"Chir05Ox-b10010.2",0,0.342009552317038,0.362,0.072,0,"Chir05Ox-b10010.2"
"Chir05Ox-b20690.2",0,0.461249387414253,0.47,0.072,0,"Chir05Ox-b20690.2"
"Chir07Ox-b01020.2",0,0.464307136677553,0.471,0.072,0,"Chir07Ox-b01020.2"
"Chir07Ox-b15110.2",0,0.549378987789912,0.381,0.072,0,"Chir07Ox-b15110.2"
"Chir02Ox-b12640.2",1.09860677970204e-283,0.282861669976865,0.32,0.072,2.15986092889421e-279,"Chir02Ox-b12640.2"
"Chir01Ox-b15010.2",1.1123284790523e-252,0.455448060691075,0.307,0.072,2.18683778981681e-248,"Chir01Ox-b15010.2"
"Chir02Ox-b25940.2",9.35225341895228e-252,0.283928701462365,0.31,0.074,1.83865302216602e-247,"Chir02Ox-b25940.2"
"Chir03Ox-b14050.2",1.81573932191232e-125,0.460333647074165,0.233,0.074,3.56974350687961e-121,"Chir03Ox-b14050.2"
"Chir04Ox-b01250.2",0,0.47126852096433,0.48,0.075,0,"Chir04Ox-b01250.2"
"Chir06Ox-b05170.2",6.66983603210929e-231,0.820890688080897,0.3,0.075,1.31128976391269e-226,"Chir06Ox-b05170.2"
"Chir01Ox-b22640.2",0,0.708890586047265,0.39,0.076,0,"Chir01Ox-b22640.2"
"Chir08Ox-b17320.2",0,0.311803819125194,0.387,0.077,0,"Chir08Ox-b17320.2"
"Chir01Ox-b00010.2",0,0.445770649855196,0.41,0.08,0,"Chir01Ox-b00010.2"
"Chir06Ox-b26070.2",0,0.444327030110068,0.473,0.08,0,"Chir06Ox-b26070.2"
"Chir02Ox-b17080.2",0,0.418165413073244,0.449,0.082,0,"Chir02Ox-b17080.2"
"Chir07Ox-b04790.2",0,0.433099733572684,0.414,0.083,0,"Chir07Ox-b04790.2"
"Chir02Ox-b22510.2",1.42624192758452e-240,0.254632783657444,0.324,0.083,2.80399162963116e-236,"Chir02Ox-b22510.2"
"Chir01Ox-b31710.2",0,0.448974273410171,0.424,0.084,0,"Chir01Ox-b31710.2"
"Chir07Ox-b33760.2",0,0.470751209281663,0.426,0.084,0,"Chir07Ox-b33760.2"
"Chir01Ox-b24250.2",3.20599020306693e-197,0.379507249443485,0.294,0.084,6.30297673922959e-193,"Chir01Ox-b24250.2"
"Chir02Ox-b20610.2",0,0.975214457449556,0.564,0.085,0,"Chir02Ox-b20610.2"
"Chir03Ox-b34040.2",1.44017853524821e-172,0.324087778597008,0.289,0.086,2.83139100029798e-168,"Chir03Ox-b34040.2"
"Chir07Ox-b23030.2",0,0.369154535863014,0.439,0.087,0,"Chir07Ox-b23030.2"
"Chir07Ox-b02150.2",6.53242403442989e-39,0.284217456540723,0.178,0.087,1.28427456516892e-34,"Chir07Ox-b02150.2"
"Chir07Ox-b00480.2",1.53678127462691e-124,0.350589481192127,0.256,0.088,3.0213119859165e-120,"Chir07Ox-b00480.2"
"Chir04Ox-b28250.2",0,1.04855478747607,0.615,0.09,0,"Chir04Ox-b28250.2"
"Chir05Ox-b00470.2",0,0.339399658308751,0.423,0.09,0,"Chir05Ox-b00470.2"
"Chir03Ox-b26570.2",4.19807740141801e-288,0.397212438967425,0.366,0.09,8.2534201711878e-284,"Chir03Ox-b26570.2"
"Chir01Ox-b33150.2",0,0.482998252278217,0.538,0.092,0,"Chir01Ox-b33150.2"
"Chir05Ox-b09500.2",1.8361554634171e-202,0.319177350619399,0.323,0.092,3.60988164107801e-198,"Chir05Ox-b09500.2"
"Chir05Ox-b26520.2",2.24764036586658e-167,0.321113856448383,0.288,0.092,4.41886095929369e-163,"Chir05Ox-b26520.2"
"Chir01Ox-b05360.2",0,0.826024478837578,0.637,0.095,0,"Chir01Ox-b05360.2"
"Chir02Ox-b06050.2",0,0.730851725955502,0.568,0.097,0,"Chir02Ox-b06050.2"
"Chir01Ox-b23320.2",0,0.389793559999432,0.46,0.098,0,"Chir01Ox-b23320.2"
"Chir04Ox-b07440.2",0,0.315087059081879,0.423,0.098,0,"Chir04Ox-b07440.2"
"Chir03Ox-b03470.2",0,0.818182779656515,0.672,0.1,0,"Chir03Ox-b03470.2"
"Chir06Ox-b21610.2",0,1.2911040382362,0.759,0.1,0,"Chir06Ox-b21610.2"
"Chir06Ox-b24060.2",0,0.861828122113403,0.604,0.1,0,"Chir06Ox-b24060.2"
"Chir06Ox-b33100.2",0,0.534281577023986,0.539,0.1,0,"Chir06Ox-b33100.2"
"Chir02Ox-b17470.2",0,0.409443461404344,0.487,0.101,0,"Chir02Ox-b17470.2"
"Chir02Ox-b10000.2",0,0.41589684192168,0.512,0.103,0,"Chir02Ox-b10000.2"
"Chir03Ox-b32920.2",0,0.378732083246444,0.41,0.103,0,"Chir03Ox-b32920.2"
"Chir05Ox-b21050.2",0,0.502981201043424,0.527,0.104,0,"Chir05Ox-b21050.2"
"Chir06Ox-b24990.2",0,0.398655249405886,0.499,0.104,0,"Chir06Ox-b24990.2"
"Chir08Ox-b23780.2",0,0.465865984433079,0.444,0.104,0,"Chir08Ox-b23780.2"
"Chir01Ox-b07190.2",0,0.399579635932411,0.481,0.105,0,"Chir01Ox-b07190.2"
"Chir01Ox-b22060.2",0,0.331205840226568,0.413,0.105,0,"Chir01Ox-b22060.2"
"Chir01Ox-b43670.2",0,0.691172509186837,0.531,0.105,0,"Chir01Ox-b43670.2"
"Chir07Ox-b15930.2",0,0.574907359215125,0.554,0.105,0,"Chir07Ox-b15930.2"
"Chir01Ox-b28260.2",0,0.660826684980171,0.632,0.112,0,"Chir01Ox-b28260.2"
"Chir04Ox-b17390.2",0,0.825450008575454,0.466,0.112,0,"Chir04Ox-b17390.2"
"Chir01Ox-b32940.2",0,0.581149554270445,0.605,0.114,0,"Chir01Ox-b32940.2"
"Chir06Ox-b02260.2",0,0.353598494844673,0.425,0.114,0,"Chir06Ox-b02260.2"
"Chir05Ox-b20670.2",0,0.421180394366912,0.438,0.115,0,"Chir05Ox-b20670.2"
"Chir07Ox-b00350.2",0,0.654031706182441,0.626,0.118,0,"Chir07Ox-b00350.2"
"Chir07Ox-b20660.2",0,0.316215986140812,0.456,0.12,0,"Chir07Ox-b20660.2"
"Chir08Ox-b11240.2",0,0.345096102190195,0.456,0.12,0,"Chir08Ox-b11240.2"
"Chir01Ox-b18000.2",0,0.68012141626216,0.661,0.121,0,"Chir01Ox-b18000.2"
"Chir02Ox-b23750.2",0,0.470675127981804,0.55,0.121,0,"Chir02Ox-b23750.2"
"Chir02Ox-b25240.2",0,0.549156996036814,0.597,0.123,0,"Chir02Ox-b25240.2"
"Chir04Ox-b16900.2",0,0.73662972436022,0.612,0.123,0,"Chir04Ox-b16900.2"
"Chir04Ox-b21810.2",0,0.694712995282259,0.663,0.123,0,"Chir04Ox-b21810.2"
"Chir08Ox-b00500.2",0,0.585350156263446,0.492,0.123,0,"Chir08Ox-b00500.2"
"Chir01Ox-b40390.2",0,0.625812957283355,0.647,0.125,0,"Chir01Ox-b40390.2"
"Chir06Ox-b17250.2",0,0.811539221231499,0.623,0.125,0,"Chir06Ox-b17250.2"
"Chir03Ox-b25480.2",0,0.497326389801406,0.471,0.126,0,"Chir03Ox-b25480.2"
"Chir06Ox-b13490.2",0,0.274194867750004,0.496,0.126,0,"Chir06Ox-b13490.2"
"Chir06Ox-b37150.2",0,0.845072348630295,0.684,0.126,0,"Chir06Ox-b37150.2"
"Chir01Ox-b00640.2",0,0.560366494876243,0.642,0.131,0,"Chir01Ox-b00640.2"
"Chir04Ox-b17970.2",0,0.445260761183536,0.499,0.131,0,"Chir04Ox-b17970.2"
"Chir04Ox-b29030.2",0,0.661870258825362,0.614,0.131,0,"Chir04Ox-b29030.2"
"Chir05Ox-b25270.2",7.28920683037655e-281,0.32637408874469,0.433,0.131,1.43305806285203e-276,"Chir05Ox-b25270.2"
"Chir05Ox-b26930.2",0,0.388664981020102,0.466,0.132,0,"Chir05Ox-b26930.2"
"Chir06Ox-b00480.2",0,0.529862109577729,0.6,0.133,0,"Chir06Ox-b00480.2"
"Chir06Ox-b37810.2",0,0.875279432483133,0.702,0.134,0,"Chir06Ox-b37810.2"
"Chir05Ox-b12470.2",0,0.770946094173537,0.689,0.135,0,"Chir05Ox-b12470.2"
"Chir05Ox-b15810.2",0,0.872420110929119,0.758,0.135,0,"Chir05Ox-b15810.2"
"Chir06Ox-b02300.2",0,0.758659826548912,0.702,0.136,0,"Chir06Ox-b02300.2"
"Chir06Ox-b18750.2",0,0.723280310928144,0.72,0.136,0,"Chir06Ox-b18750.2"
"Chir02Ox-b00160.2",0,0.833886843040115,0.756,0.137,0,"Chir02Ox-b00160.2"
"Chir05Ox-b07000.2",0,0.575268032203363,0.502,0.138,0,"Chir05Ox-b07000.2"
"Chir05Ox-b27250.2",0,0.364597297558545,0.504,0.138,0,"Chir05Ox-b27250.2"
"Chir05Ox-b14960.2",0,0.370519113175533,0.504,0.139,0,"Chir05Ox-b14960.2"
"Chir06Ox-b33320.2",0,0.546253224992777,0.48,0.14,0,"Chir06Ox-b33320.2"
"Chir07Ox-b27600.2",0,0.429690923261184,0.551,0.14,0,"Chir07Ox-b27600.2"
"Chir06Ox-b20720.2",0,0.773362602779818,0.752,0.141,0,"Chir06Ox-b20720.2"
"Chir06Ox-b00960.2",0,0.750760160554061,0.757,0.142,0,"Chir06Ox-b00960.2"
"Chir04Ox-b23240.2",0,1.31250177978423,0.858,0.143,0,"Chir04Ox-b23240.2"
"Chir08Ox-b19600.2",0,0.61562014481724,0.613,0.144,0,"Chir08Ox-b19600.2"
"Chir02Ox-b21380.2",3.62022305670799e-289,0.375127394597916,0.466,0.146,7.11735852948791e-285,"Chir02Ox-b21380.2"
"Chir05Ox-b15880.2",0,0.839179455398956,0.676,0.147,0,"Chir05Ox-b15880.2"
"Chir01Ox-b01160.2",0,0.955148026526743,0.775,0.148,0,"Chir01Ox-b01160.2"
"Chir03Ox-b03530.2",0,1.20512531279061,0.836,0.148,0,"Chir03Ox-b03530.2"
"Chir07Ox-b00280.2",0,0.777504934959608,0.72,0.148,0,"Chir07Ox-b00280.2"
"Chir03Ox-b24710.2",0,1.76280642292241,0.71,0.15,0,"Chir03Ox-b24710.2"
"Chir01Ox-b05720.2",0,1.82409683588716,0.863,0.153,0,"Chir01Ox-b05720.2"
"Chir05Ox-b22010.2",0,1.21975778701031,0.751,0.154,0,"Chir05Ox-b22010.2"
"Chir01Ox-b17920.2",0,0.693453123118974,0.719,0.155,0,"Chir01Ox-b17920.2"
"Chir01Ox-b35440.2",0,0.972201139404685,0.822,0.156,0,"Chir01Ox-b35440.2"
"Chir03Ox-b04520.2",0,0.737937747612723,0.709,0.156,0,"Chir03Ox-b04520.2"
"Chir03Ox-b29260.2",0,1.06203499508272,0.826,0.156,0,"Chir03Ox-b29260.2"
"Chir04Ox-b14620.2",0,1.09390933050657,0.841,0.156,0,"Chir04Ox-b14620.2"
"Chir05Ox-b06840.2",0,1.15914019279176,0.824,0.156,0,"Chir05Ox-b06840.2"
"Chir07Ox-b27740.2",0,0.840323658249842,0.693,0.156,0,"Chir07Ox-b27740.2"
"Chir01Ox-b04350.2",0,1.01531348168873,0.797,0.158,0,"Chir01Ox-b04350.2"
"Chir06Ox-b14130.2",0,1.87478776673906,0.932,0.158,0,"Chir06Ox-b14130.2"
"Chir01Ox-b36120.2",0,0.733388846379839,0.795,0.16,0,"Chir01Ox-b36120.2"
"Chir02Ox-b25630.2",0,1.51853684423125,0.843,0.161,0,"Chir02Ox-b25630.2"
"Chir01Ox-b04460.2",0,0.84820250580269,0.821,0.162,0,"Chir01Ox-b04460.2"
"Chir04Ox-b28870.2",0,0.377689674519212,0.527,0.162,0,"Chir04Ox-b28870.2"
"Chir07Ox-b37050.2",2.60701325072067e-286,0.403266909467007,0.487,0.162,5.12538805091684e-282,"Chir07Ox-b37050.2"
"Chir03Ox-b25510.2",0,0.387936613179718,0.519,0.163,0,"Chir03Ox-b25510.2"
"Chir04Ox-b18250.2",0,0.725170574979098,0.582,0.163,0,"Chir04Ox-b18250.2"
"Chir02Ox-b22640.2",0,0.865444256498129,0.753,0.169,0,"Chir02Ox-b22640.2"
"Chir07Ox-b18260.2",0,0.64576626976191,0.689,0.17,0,"Chir07Ox-b18260.2"
"Chir08Ox-b04440.2",0,0.9778804094667,0.868,0.171,0,"Chir08Ox-b04440.2"
"Chir03Ox-b16150.2",0,1.95564633254945,0.955,0.173,0,"Chir03Ox-b16150.2"
"Chir04Ox-b27290.2",0,1.11483176175785,0.81,0.173,0,"Chir04Ox-b27290.2"
"Chir07Ox-b12070.2",0,1.36801077877747,0.919,0.173,0,"Chir07Ox-b12070.2"
"Chir04Ox-b23920.2",0,0.71390007531213,0.692,0.174,0,"Chir04Ox-b23920.2"
"Chir06Ox-b29100.2",0,0.503387078633432,0.52,0.179,0,"Chir06Ox-b29100.2"
"Chir07Ox-b30550.2",0,1.30307081909749,0.88,0.179,0,"Chir07Ox-b30550.2"
"Chir08Ox-b28630.2",0,0.484124608637725,0.591,0.179,0,"Chir08Ox-b28630.2"
"Chir08Ox-b25940.2",0,0.50619275188978,0.599,0.18,0,"Chir08Ox-b25940.2"
"Chir03Ox-b20330.2",0,1.02669291608804,0.825,0.181,0,"Chir03Ox-b20330.2"
"Chir07Ox-b18410.2",0,1.13712176675479,0.923,0.182,0,"Chir07Ox-b18410.2"
"Chir05Ox-b01690.2",0,1.83378266707466,0.91,0.183,0,"Chir05Ox-b01690.2"
"Chir06Ox-b02270.2",0,1.46467865335233,0.92,0.183,0,"Chir06Ox-b02270.2"
"Chir07Ox-b27850.2",0,0.535877809097599,0.62,0.184,0,"Chir07Ox-b27850.2"
"Chir01Ox-b24010.2",0,0.63222949639362,0.629,0.185,0,"Chir01Ox-b24010.2"
"Chir01Ox-b38370.2",0,1.26626606748208,0.928,0.185,0,"Chir01Ox-b38370.2"
"Chir03Ox-b16140.2",0,1.74015513376179,0.963,0.185,0,"Chir03Ox-b16140.2"
"Chir06Ox-b05390.2",0,0.883789789120516,0.642,0.185,0,"Chir06Ox-b05390.2"
"Chir03Ox-b10500.2",0,0.817395254750972,0.787,0.189,0,"Chir03Ox-b10500.2"
"Chir05Ox-b07480.2",0,1.31480524665878,0.919,0.189,0,"Chir05Ox-b07480.2"
"Chir06Ox-b27080.2",4.01067799913696e-296,0.616598332282808,0.542,0.189,7.88499294630327e-292,"Chir06Ox-b27080.2"
"Chir01Ox-b24700.2",2.75437797410401e-233,0.361884873485937,0.494,0.189,5.41510709708849e-229,"Chir01Ox-b24700.2"
"Chir01Ox-b11470.2",0,1.64579132823123,0.95,0.19,0,"Chir01Ox-b11470.2"
"Chir01Ox-b15360.2",0,0.70063168371296,0.683,0.19,0,"Chir01Ox-b15360.2"
"Chir05Ox-b20680.2",0,0.957481550733986,0.676,0.19,0,"Chir05Ox-b20680.2"
"Chir05Ox-b16310.2",1.38528187292315e-245,0.393530824651135,0.514,0.19,2.72346416216691e-241,"Chir05Ox-b16310.2"
"Chir01Ox-b17290.2",0,1.33663694196092,0.951,0.191,0,"Chir01Ox-b17290.2"
"Chir01Ox-b14090.2",0,0.823061867405132,0.652,0.193,0,"Chir01Ox-b14090.2"
"Chir06Ox-b15830.2",0,1.5131845103298,0.917,0.194,0,"Chir06Ox-b15830.2"
"Chir07Ox-b19260.2",0,0.768499462226349,0.768,0.195,0,"Chir07Ox-b19260.2"
"Chir06Ox-b25540.2",0,1.87796524698151,0.76,0.197,0,"Chir06Ox-b25540.2"
"Chir02Ox-b00120.2",0,1.37082328868766,0.912,0.199,0,"Chir02Ox-b00120.2"
"Chir05Ox-b17300.2",3.17883887818273e-219,0.409523546658382,0.521,0.199,6.24959723450724e-215,"Chir05Ox-b17300.2"
"Chir01Ox-b06510.2",0,0.859390286210414,0.661,0.2,0,"Chir01Ox-b06510.2"
"Chir04Ox-b24280.2",0,0.656083130801468,0.604,0.201,0,"Chir04Ox-b24280.2"
"Chir07Ox-b33330.2",0,0.66688109265532,0.75,0.201,0,"Chir07Ox-b33330.2"
"Chir01Ox-b17280.2",0,1.34916631301192,0.924,0.203,0,"Chir01Ox-b17280.2"
"Chir03Ox-b20320.2",0,1.23483077390952,0.892,0.203,0,"Chir03Ox-b20320.2"
"Chir01Ox-b21330.2",0,0.621291490539506,0.623,0.204,0,"Chir01Ox-b21330.2"
"Chir02Ox-b26330.2",1.81101401345576e-228,0.45272373782458,0.531,0.205,3.56045355045403e-224,"Chir02Ox-b26330.2"
"Chir01Ox-b11160.2",0,0.475105583083587,0.6,0.206,0,"Chir01Ox-b11160.2"
"Chir01Ox-b25660.2",0,1.51605206614618,0.723,0.206,0,"Chir01Ox-b25660.2"
"Chir07Ox-b36360.2",0,1.78664551875659,0.973,0.21,0,"Chir07Ox-b36360.2"
"Chir04Ox-b08700.2",0,1.75018724022575,0.964,0.211,0,"Chir04Ox-b08700.2"
"Chir05Ox-b17820.2",1.37384739125541e-276,0.390584468161494,0.572,0.211,2.70098397120814e-272,"Chir05Ox-b17820.2"
"Chir01Ox-b08040.2",0,0.515224345223268,0.59,0.212,0,"Chir01Ox-b08040.2"
"Chir03Ox-b35230.2",2.56386529617854e-239,0.389072189129268,0.552,0.213,5.04055917228702e-235,"Chir03Ox-b35230.2"
"Chir03Ox-b25430.2",0,1.14242795861076,0.786,0.214,0,"Chir03Ox-b25430.2"
"Chir03Ox-b13780.2",0,0.90820989767196,0.792,0.216,0,"Chir03Ox-b13780.2"
"Chir04Ox-b04250.2",0,1.94243611923686,0.992,0.216,0,"Chir04Ox-b04250.2"
"Chir08Ox-b00530.2",0,0.808834748548168,0.786,0.217,0,"Chir08Ox-b00530.2"
"Chir06Ox-b34390.2",0,1.53900811031899,0.922,0.218,0,"Chir06Ox-b34390.2"
"Chir06Ox-b02610.2",0,1.51356207281002,0.989,0.22,0,"Chir06Ox-b02610.2"
"Chir06Ox-b05540.2",0,1.10778442134202,0.921,0.22,0,"Chir06Ox-b05540.2"
"Chir01Ox-b14480.2",0,0.814846826268103,0.755,0.221,0,"Chir01Ox-b14480.2"
"Chir02Ox-b18930.2",0,1.83159349695828,0.779,0.221,0,"Chir02Ox-b18930.2"
"Chir02Ox-b21730.2",0,0.560915568520826,0.621,0.225,0,"Chir02Ox-b21730.2"
"Chir01Ox-b28220.2",0,2.30533862386849,0.995,0.226,0,"Chir01Ox-b28220.2"
"Chir04Ox-b30180.2",0,2.07107005829751,0.987,0.227,0,"Chir04Ox-b30180.2"
"Chir08Ox-b27680.2",1.60251471010791e-253,0.462434905584729,0.586,0.227,3.15054392007215e-249,"Chir08Ox-b27680.2"
"Chir03Ox-b00230.2",0,1.01985313621894,0.847,0.229,0,"Chir03Ox-b00230.2"
"Chir08Ox-b22020.2",0,1.09215954126742,0.82,0.231,0,"Chir08Ox-b22020.2"
"Chir04Ox-b01480.2",2.99855393297341e-278,0.739943827363832,0.596,0.233,5.89515703222573e-274,"Chir04Ox-b01480.2"
"Chir02Ox-b19670.2",0,1.10427638290554,0.855,0.235,0,"Chir02Ox-b19670.2"
"Chir05Ox-b22640.2",0,1.04541793930732,0.831,0.237,0,"Chir05Ox-b22640.2"
"Chir03Ox-b23990.2",1.9630767598551e-239,0.385073670170664,0.557,0.238,3.85940890987512e-235,"Chir03Ox-b23990.2"
"Chir01Ox-b22080.2",0,0.554487957753911,0.685,0.24,0,"Chir01Ox-b22080.2"
"Chir04Ox-b14650.2",0,0.759647034397449,0.759,0.242,0,"Chir04Ox-b14650.2"
"Chir07Ox-b26230.2",0,1.8275078164147,0.756,0.242,0,"Chir07Ox-b26230.2"
"Chir04Ox-b18080.2",0,0.448801842501422,0.646,0.243,0,"Chir04Ox-b18080.2"
"Chir02Ox-b25270.2",0,0.546915940607307,0.656,0.245,0,"Chir02Ox-b25270.2"
"Chir01Ox-b26660.2",0,1.7668275162199,0.992,0.246,0,"Chir01Ox-b26660.2"
"Chir06Ox-b33690.2",0,1.08647222312986,0.757,0.249,0,"Chir06Ox-b33690.2"
"Chir01Ox-b00620.2",0,0.614734164767573,0.713,0.251,0,"Chir01Ox-b00620.2"
"Chir07Ox-b11960.2",0,0.716736551254369,0.782,0.251,0,"Chir07Ox-b11960.2"
"Chir07Ox-b22680.2",0,0.973907831415533,0.752,0.251,0,"Chir07Ox-b22680.2"
"Chir05Ox-b12120.2",0,0.58026724442761,0.652,0.252,0,"Chir05Ox-b12120.2"
"Chir05Ox-b28860.2",2.20293250459193e-188,0.343025432963181,0.563,0.252,4.33096530402774e-184,"Chir05Ox-b28860.2"
