"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir01Ox-b06910.2",4.33630696220472e-184,0.778828645195946,0.635,0.043,8.52517948769447e-180,"Chir01Ox-b06910.2"
"Chir06Ox-b17360.2",4.54126152162565e-40,0.312444798493133,0.323,0.043,8.92812015151604e-36,"Chir06Ox-b17360.2"
"Chir06Ox-b11980.2",0,7.56121591295744,0.927,0.045,0,"Chir06Ox-b11980.2"
"Chir07Ox-b19690.2",4.26712135636804e-182,0.438269634495952,0.667,0.045,8.38916058661956e-178,"Chir07Ox-b19690.2"
"Chir04Ox-b03520.2",2.25737783439716e-99,0.362153335905158,0.5,0.045,4.43800482242481e-95,"Chir04Ox-b03520.2"
"Chir04Ox-b20970.2",1.00715889665932e-85,0.451219842390943,0.469,0.045,1.98007439083223e-81,"Chir04Ox-b20970.2"
"Chir01Ox-b11980.2",1.6446346590669e-19,0.252614244187067,0.24,0.045,3.23335173972552e-15,"Chir01Ox-b11980.2"
"Chir06Ox-b11710.2",8.26289939774528e-130,0.893008197177132,0.573,0.046,1.62448602159672e-125,"Chir06Ox-b11710.2"
"Chir08Ox-b11150.2",3.8736206663912e-99,0.390234744189488,0.51,0.047,7.61553823012509e-95,"Chir08Ox-b11150.2"
"Chir04Ox-b22870.2",4.58227276839511e-30,1.07822001167728,0.292,0.047,9.00874826266478e-26,"Chir04Ox-b22870.2"
"Chir02Ox-b27820.2",1.14476952729148e-16,0.347071149142752,0.229,0.047,2.25061689065505e-12,"Chir02Ox-b27820.2"
"Chir04Ox-b00790.2",4.39860076493079e-76,0.371642188363737,0.458,0.049,8.64764910385394e-72,"Chir04Ox-b00790.2"
"Chir04Ox-b21430.2",1.31831713869997e-22,1.25078872771141,0.271,0.051,2.59181149468414e-18,"Chir04Ox-b21430.2"
"Chir01Ox-b36490.2",1.67804146864728e-194,0.721397921307939,0.74,0.052,3.29902952736056e-190,"Chir01Ox-b36490.2"
"Chir02Ox-b13990.2",2.87974841917434e-109,0.39947725149454,0.562,0.052,5.66158539209674e-105,"Chir02Ox-b13990.2"
"Chir05Ox-b03050.2",1.29484310697446e-35,0.311193081629586,0.333,0.052,2.54566154831178e-31,"Chir05Ox-b03050.2"
"Chir08Ox-b15750.2",1.50956148134107e-54,0.252837886620769,0.417,0.054,2.96779787231655e-50,"Chir08Ox-b15750.2"
"Chir06Ox-b21260.2",4.18922764410434e-75,0.344461613100763,0.49,0.055,8.23602154830914e-71,"Chir06Ox-b21260.2"
"Chir07Ox-b16120.2",3.62380843525992e-62,0.334739962199698,0.448,0.055,7.124407383721e-58,"Chir07Ox-b16120.2"
"Chir04Ox-b14340.2",2.30813173012303e-224,0.740124286105707,0.812,0.056,4.53778698142187e-220,"Chir04Ox-b14340.2"
"Chir05Ox-b06130.2",2.97218589566676e-93,0.336720562351587,0.552,0.056,5.84331747088085e-89,"Chir05Ox-b06130.2"
"Chir03Ox-b05930.2",6.66986477226156e-11,0.292587589387069,0.208,0.056,1.31129541422662e-06,"Chir03Ox-b05930.2"
"Chir06Ox-b22590.2",4.77176321757097e-86,0.306311518237226,0.531,0.057,9.38128648574454e-82,"Chir06Ox-b22590.2"
"Chir04Ox-b18480.2",1.39854409517422e-78,0.285541063860065,0.521,0.058,2.74953769111253e-74,"Chir04Ox-b18480.2"
"Chir04Ox-b13880.2",7.22621013376533e-71,0.441355913540965,0.49,0.058,1.42067291229826e-66,"Chir04Ox-b13880.2"
"Chir07Ox-b13170.2",8.87730374248125e-56,0.295857919101194,0.438,0.058,1.74527791577181e-51,"Chir07Ox-b13170.2"
"Chir07Ox-b19300.2",4.37767153247423e-41,1.54495425826704,0.375,0.059,8.60650223284433e-37,"Chir07Ox-b19300.2"
"Chir07Ox-b30800.2",3.66835453729789e-120,0.457942163519854,0.635,0.062,7.21198502032764e-116,"Chir07Ox-b30800.2"
"Chir07Ox-b01780.2",1.21038684491191e-43,0.58796916976448,0.406,0.063,2.37962053709682e-39,"Chir07Ox-b01780.2"
"Chir05Ox-b25870.2",1.20821899126063e-18,0.267162525032073,0.281,0.063,2.37535853681839e-14,"Chir05Ox-b25870.2"
"Chir03Ox-b26100.2",1.85237374259311e-124,0.91284241164781,0.656,0.064,3.64176677793805e-120,"Chir03Ox-b26100.2"
"Chir02Ox-b19470.2",7.22262412070185e-217,1.18151247126198,0.833,0.065,1.41996790212998e-212,"Chir02Ox-b19470.2"
"Chir02Ox-b26840.2",1.68041712801168e-232,0.895943511135752,0.875,0.066,3.30370007367096e-228,"Chir02Ox-b26840.2"
"Chir03Ox-b31670.2",2.13766705895346e-47,0.350670416079422,0.448,0.067,4.20265343790251e-43,"Chir03Ox-b31670.2"
"Chir01Ox-b16570.2",1.50944471539384e-49,0.286037430998443,0.469,0.071,2.96756831046428e-45,"Chir01Ox-b16570.2"
"Chir04Ox-b15720.2",9.69598700151959e-59,0.264938647154297,0.51,0.073,1.90623104449875e-54,"Chir04Ox-b15720.2"
"Chir03Ox-b24290.2",2.16859515981562e-286,2.60784144645473,1,0.074,4.2634580841975e-282,"Chir03Ox-b24290.2"
"Chir02Ox-b13140.2",1.51037990039807e-36,0.364605540726159,0.417,0.074,2.9694068841826e-32,"Chir02Ox-b13140.2"
"Chir02Ox-b17750.2",1.41378188705772e-73,0.394212022678501,0.562,0.075,2.77949518995548e-69,"Chir02Ox-b17750.2"
"Chir04Ox-b23830.2",2.33392410908879e-110,0.577043747760365,0.677,0.076,4.58849479846856e-106,"Chir04Ox-b23830.2"
"Chir07Ox-b18390.2",3.98180406769319e-216,1.02504620751043,0.917,0.078,7.82822679708481e-212,"Chir07Ox-b18390.2"
"Chir07Ox-b11440.2",1.26354430255882e-211,2.3910553544194,0.917,0.078,2.48412809883064e-207,"Chir07Ox-b11440.2"
"Chir07Ox-b27100.2",1.31710987477812e-59,0.321540826936174,0.542,0.081,2.58943801381378e-55,"Chir07Ox-b27100.2"
"Chir06Ox-b13540.2",0.0048978090750908,0.311772086262555,0.156,0.081,1,"Chir06Ox-b13540.2"
"Chir07Ox-b36730.2",1.73790320004961e-205,1.33876479500128,0.896,0.083,3.41671769129753e-201,"Chir07Ox-b36730.2"
"Chir05Ox-b09690.2",2.65990473008042e-100,1.0353480156151,0.677,0.084,5.22937269933811e-96,"Chir05Ox-b09690.2"
"Chir06Ox-b13370.2",1.25680228159231e-74,0.552048594079843,0.604,0.086,2.47087328561047e-70,"Chir06Ox-b13370.2"
"Chir08Ox-b00680.2",5.36560334091831e-47,0.354005130342116,0.5,0.086,1.05487761682454e-42,"Chir08Ox-b00680.2"
"Chir07Ox-b16320.2",1.16627072649924e-39,0.250196681601613,0.479,0.089,2.2928882482975e-35,"Chir07Ox-b16320.2"
"Chir02Ox-b01960.2",4.52648433850545e-14,0.788708115408008,0.302,0.09,8.89906820950171e-10,"Chir02Ox-b01960.2"
"Chir06Ox-b20470.2",1.09640872215301e-71,0.409712951171128,0.635,0.093,2.15553954775281e-67,"Chir06Ox-b20470.2"
"Chir01Ox-b20470.2",2.13808039556869e-68,0.347555444157888,0.615,0.093,4.20346605768805e-64,"Chir01Ox-b20470.2"
"Chir07Ox-b31310.2",2.86797352564016e-64,0.361575942042557,0.604,0.093,5.63843595140855e-60,"Chir07Ox-b31310.2"
"Chir01Ox-b12730.2",2.80432526406187e-42,0.363914039366088,0.5,0.093,5.51330346914564e-38,"Chir01Ox-b12730.2"
"Chir07Ox-b02880.2",1.59921288371074e-22,0.264967133216547,0.385,0.093,3.14405252937532e-18,"Chir07Ox-b02880.2"
"Chir07Ox-b30740.2",8.11360263303086e-36,0.269711950475955,0.479,0.094,1.59513427765387e-31,"Chir07Ox-b30740.2"
"Chir05Ox-b14010.2",5.99989406951893e-202,2.6646545238509,0.969,0.096,1.17957917406742e-197,"Chir05Ox-b14010.2"
"Chir07Ox-b15520.2",7.50229483593574e-49,0.28291646536071,0.542,0.096,1.47495116474497e-44,"Chir07Ox-b15520.2"
"Chir05Ox-b27260.2",3.00925442263474e-176,1.75435859181475,0.906,0.097,5.9161941948999e-172,"Chir05Ox-b27260.2"
"Chir07Ox-b09330.2",1.07791598490178e-170,1.23872129649842,0.896,0.097,2.1191828263169e-166,"Chir07Ox-b09330.2"
"Chir07Ox-b32500.2",6.98622746366354e-148,1.28455945518219,0.865,0.103,1.37349231935625e-143,"Chir07Ox-b32500.2"
"Chir06Ox-b24490.2",3.38755200093118e-175,2.29608612594291,0.938,0.105,6.6599272338307e-171,"Chir06Ox-b24490.2"
"Chir04Ox-b27100.2",4.30850959150702e-130,1.0185674513213,0.833,0.108,8.47052985690279e-126,"Chir04Ox-b27100.2"
"Chir01Ox-b27770.2",1.44753104672653e-60,0.407129641899364,0.625,0.108,2.84584603786437e-56,"Chir01Ox-b27770.2"
"Chir05Ox-b06230.2",1.9008728383452e-23,0.871992241372772,0.417,0.108,3.73711600018666e-19,"Chir05Ox-b06230.2"
"Chir01Ox-b13160.2",4.6237402408684e-70,0.46117192595245,0.656,0.109,9.09027331354728e-66,"Chir01Ox-b13160.2"
"Chir08Ox-b27860.2",3.81095288570427e-55,0.523960276922813,0.594,0.11,7.4923333732946e-51,"Chir08Ox-b27860.2"
"Chir06Ox-b11590.2",7.81869132990884e-103,1.08822221081045,0.781,0.112,1.53715471546008e-98,"Chir06Ox-b11590.2"
"Chir03Ox-b34030.2",7.94000646287962e-141,0.941296916464249,0.885,0.113,1.56100527060213e-136,"Chir03Ox-b34030.2"
"Chir08Ox-b08390.2",5.23656320430793e-31,0.329800343206407,0.5,0.113,1.02950832596694e-26,"Chir08Ox-b08390.2"
"Chir07Ox-b00590.2",5.25361162573372e-74,0.554742470254072,0.698,0.114,1.03286004561925e-69,"Chir07Ox-b00590.2"
"Chir07Ox-b36890.2",1.07211208644547e-39,0.864056639857367,0.552,0.114,2.10777236195179e-35,"Chir07Ox-b36890.2"
"Chir01Ox-b17910.2",7.45043393842273e-98,0.74967787487828,0.792,0.118,1.46475531229391e-93,"Chir01Ox-b17910.2"
"Chir06Ox-b17980.2",2.58453706126302e-177,2.77405466804417,0.969,0.119,5.0811998624431e-173,"Chir06Ox-b17980.2"
"Chir03Ox-b06410.2",8.42036124438243e-62,0.435941637975596,0.667,0.12,1.65544302064559e-57,"Chir03Ox-b06410.2"
"Chir06Ox-b34440.2",1.10283017153541e-39,0.291342444712769,0.562,0.122,2.16816411723861e-35,"Chir06Ox-b34440.2"
"Chir05Ox-b19510.2",2.57941319175134e-23,0.361255593896828,0.469,0.123,5.07112633498314e-19,"Chir05Ox-b19510.2"
"Chir04Ox-b06360.2",5.92376958957024e-72,0.555592718085742,0.729,0.124,1.16461310130951e-67,"Chir04Ox-b06360.2"
"Chir06Ox-b19160.2",1.9479830961124e-115,0.905310960610755,0.885,0.125,3.82973476695698e-111,"Chir06Ox-b19160.2"
"Chir02Ox-b03290.2",1.1399830801628e-91,1.22120770893253,0.844,0.128,2.24120673560006e-87,"Chir02Ox-b03290.2"
"Chir04Ox-b23250.2",1.45192048012443e-86,0.829534601548469,0.76,0.128,2.85447566392464e-82,"Chir04Ox-b23250.2"
"Chir07Ox-b14400.2",1.25999468177583e-65,0.445131932280906,0.698,0.128,2.47714954437128e-61,"Chir07Ox-b14400.2"
"Chir07Ox-b31300.2",1.92254866615475e-52,0.449066954068149,0.646,0.129,3.77973067766024e-48,"Chir07Ox-b31300.2"
"Chir01Ox-b43120.2",1.14722331615734e-92,2.48218311487348,0.771,0.13,2.25544103956532e-88,"Chir01Ox-b43120.2"
"Chir01Ox-b20700.2",5.98446445726484e-68,0.750144688505164,0.708,0.132,1.17654571229827e-63,"Chir01Ox-b20700.2"
"Chir06Ox-b05700.2",4.3593234937866e-59,0.407551798697888,0.688,0.135,8.57042998878445e-55,"Chir06Ox-b05700.2"
"Chir02Ox-b13430.2",9.56928258062316e-24,0.293058667316886,0.49,0.138,1.88132095535051e-19,"Chir02Ox-b13430.2"
"Chir07Ox-b19830.2",1.8679414890741e-33,0.250415253550727,0.583,0.143,3.67237296751968e-29,"Chir07Ox-b19830.2"
"Chir05Ox-b20090.2",1.05231382232339e-31,0.321356779534903,0.552,0.144,2.06884897468778e-27,"Chir05Ox-b20090.2"
"Chir02Ox-b19380.2",6.72954501737514e-49,0.374411029033765,0.677,0.145,1.32302855041595e-44,"Chir02Ox-b19380.2"
"Chir01Ox-b32110.2",2.15537589647487e-56,0.528208313354681,0.688,0.146,4.2374690124696e-52,"Chir01Ox-b32110.2"
"Chir02Ox-b20300.2",5.62479273701162e-28,0.280651093002589,0.542,0.146,1.10583425209648e-23,"Chir02Ox-b20300.2"
"Chir05Ox-b17270.2",6.66296685803666e-134,1.53879217723062,0.938,0.147,1.30993928429001e-129,"Chir05Ox-b17270.2"
"Chir01Ox-b25380.2",3.68837408441409e-19,0.25884549064958,0.49,0.148,7.2513434499581e-15,"Chir01Ox-b25380.2"
"Chir01Ox-b38500.2",1.43843928597315e-52,0.603301695689101,0.698,0.15,2.82797163622322e-48,"Chir01Ox-b38500.2"
"Chir04Ox-b02070.2",4.37011969303834e-37,0.385496389501734,0.615,0.15,8.59165531651338e-33,"Chir04Ox-b02070.2"
"Chir02Ox-b13550.2",3.19806948503396e-29,0.318299006872256,0.583,0.153,6.28740460757677e-25,"Chir02Ox-b13550.2"
"Chir06Ox-b32220.2",7.33007861592288e-37,0.411113347089191,0.625,0.155,1.44109345589044e-32,"Chir06Ox-b32220.2"
"Chir07Ox-b32380.2",2.15975244336662e-30,0.335784113043928,0.583,0.157,4.24607330365878e-26,"Chir07Ox-b32380.2"
"Chir01Ox-b04140.2",1.4002678888606e-57,0.642679434036696,0.708,0.158,2.75292666949993e-53,"Chir01Ox-b04140.2"
"Chir02Ox-b00200.2",1.36567807215327e-44,0.574097746610033,0.656,0.159,2.68492308985332e-40,"Chir02Ox-b00200.2"
"Chir08Ox-b28950.2",8.65457617958723e-23,0.327437755422889,0.531,0.159,1.70148967690685e-18,"Chir08Ox-b28950.2"
"Chir03Ox-b31530.2",6.75938245762557e-20,0.335619480065506,0.5,0.16,1.32889459116919e-15,"Chir03Ox-b31530.2"
"Chir07Ox-b04460.2",7.88924261778449e-26,0.320205918415335,0.552,0.162,1.55102509865643e-21,"Chir07Ox-b04460.2"
"Chir02Ox-b27070.2",1.94888470838081e-22,0.416258799378155,0.521,0.163,3.83150733667668e-18,"Chir02Ox-b27070.2"
"Chir06Ox-b15990.2",5.02422749797356e-36,0.360640348647832,0.635,0.165,9.87763126101603e-32,"Chir06Ox-b15990.2"
"Chir01Ox-b14510.2",7.83340118564646e-96,0.994231085785107,0.875,0.166,1.54004667309809e-91,"Chir01Ox-b14510.2"
"Chir03Ox-b20600.2",7.66430048911176e-44,0.410180579719021,0.677,0.166,1.50680147615937e-39,"Chir03Ox-b20600.2"
"Chir02Ox-b25160.2",2.7295124424334e-33,0.35497539677577,0.625,0.168,5.36622146182406e-29,"Chir02Ox-b25160.2"
"Chir07Ox-b20940.2",2.55876545726774e-106,1.30478180292475,0.896,0.169,5.03053288898837e-102,"Chir07Ox-b20940.2"
"Chir06Ox-b29570.2",1.42125117276685e-52,0.592944524357335,0.729,0.169,2.79417980565962e-48,"Chir06Ox-b29570.2"
"Chir08Ox-b05940.2",3.10792537751213e-18,0.362986543189112,0.51,0.169,6.11018129218886e-14,"Chir08Ox-b05940.2"
"Chir02Ox-b20160.2",1.26460679009879e-16,0.30069482335393,0.49,0.169,2.48621694933422e-12,"Chir02Ox-b20160.2"
"Chir07Ox-b29520.2",5.58179488041446e-52,0.485489629427915,0.719,0.17,1.09738087348948e-47,"Chir07Ox-b29520.2"
"Chir05Ox-b01550.2",2.48657108993688e-25,0.313483007144763,0.573,0.17,4.8885987628159e-21,"Chir05Ox-b01550.2"
"Chir01Ox-b27680.2",1.08964304067563e-105,1.06148239523813,0.906,0.174,2.14223821796828e-101,"Chir01Ox-b27680.2"
"Chir07Ox-b16290.2",3.10380727932437e-57,0.714232995706938,0.76,0.175,6.10208511115172e-53,"Chir07Ox-b16290.2"
"Chir07Ox-b33640.2",2.08047377215074e-45,0.414627330312915,0.729,0.177,4.09021143604835e-41,"Chir07Ox-b33640.2"
"Chir03Ox-b08940.2",3.89888843651738e-92,0.81696944939678,0.896,0.178,7.66521466619318e-88,"Chir03Ox-b08940.2"
"Chir05Ox-b14810.2",2.17682843278927e-22,0.25271086587056,0.573,0.181,4.2796446988637e-18,"Chir05Ox-b14810.2"
"Chir07Ox-b34940.2",4.49425756842001e-21,0.313700528169716,0.542,0.181,8.83571037951374e-17,"Chir07Ox-b34940.2"
"Chir01Ox-b01170.2",4.22517404148527e-36,0.433517052641298,0.667,0.182,8.30669216556005e-32,"Chir01Ox-b01170.2"
"Chir05Ox-b13970.2",4.45971488388196e-27,0.256853704634014,0.615,0.182,8.76779946171194e-23,"Chir05Ox-b13970.2"
"Chir08Ox-b12800.2",1.17362469675381e-17,0.400548138765572,0.521,0.182,2.30734615381798e-13,"Chir08Ox-b12800.2"
"Chir03Ox-b02860.2",7.48259363705436e-69,0.746999477615067,0.844,0.183,1.47107790904489e-64,"Chir03Ox-b02860.2"
