gene_id,PR05826,PR05827,PR05851,,Genotype,BLS:STM
AT1G80500,115.5800547,117.2505198,102.8063063,,,
AT1G80510,6.957224875,8.727926284,7.270505822,,,
AT1G80520,2.469657601,1.462818003,3.617553213,,,
AT1G80530,27.6008024,23.51768667,20.32319543,,,
AT1G80540,0,0,0,,,
AT1G80550,16.84661854,16.34837582,11.28360111,,,
AT1G80555,0,0,0,,,
AT1G80560,62.09438049,72.47394484,41.4044661,,,
AT1G80570,5.428648064,5.999952984,6.476073992,,,
AT1G80580,0,0,0,,,
AT1G80590,0,0,0,,,
AT1G80600,58.61896662,57.78438677,59.53084615,,,
AT1G80610,19.74611797,17.31231307,13.08890958,,,
AT1G80620,50.03637557,66.4676824,38.65160594,,,
AT1G80630,8.554321255,5.490082383,6.338447938,,,
AT1G80640,58.24894678,75.00296774,52.57740397,,,
AT1G80650,47.27907763,50.12785714,39.31298229,,,
AT1G80660,0,0,0,,,
AT1G80670,34.8453348,25.75271746,18.72063911,,,
AT1G80680,19.75377389,20.49342357,10.32756381,,,
AT1G80690,23.04142505,24.99456005,7.930382904,,,
AT1G80700,50.31509093,58.06971685,58.61946216,,,
AT1G80710,4.790088981,4.166395743,4.570787366,,,
AT1G80720,23.43616801,27.64660785,22.96361977,,,
AT1G80730,0.45248141,0.913226184,0,,,
AT1G80740,0.104664892,0,0,,,
AT1G80745,3.219207544,1.319744829,2.607123862,,,
AT1G80750,138.3387105,134.5844994,71.68118856,,,
AT1G80760,0,1.503540364,0.409528607,,,
AT1G80770,39.98013617,55.61345417,27.96236475,,,
AT1G80780,169.4356842,203.5180235,156.0053259,,,
AT1G80790,36.89462158,49.12056682,23.37159949,,,
AT1G80810,16.53880856,18.13349044,14.87619269,,,
AT1G80820,0.217816126,0,2.472983555,,,
AT1G80830,8.806578611,9.377445076,8.161814026,,,
AT1G80831,0,0,0,,,
AT1G80840,0.512961598,0,11.93483368,,,
AT1G80850,18.35432899,20.14777425,10.206466,,,
AT1G80860,73.78874867,71.23053538,72.80248544,,,
AT1G80865,0,2.713885139,0,,,
AT1G80870,10.1524945,13.18748685,7.594894159,,,
AT1G80880,2.049381143,2.300030197,2.647282886,,,
AT1G80890,61.53132691,82.61878362,76.47134171,,,
AT1G80900,8.891565431,8.690149295,7.338309897,,,
AT1G80910,13.60769695,16.60852185,13.84009327,,,
AT1G80920,439.8088953,477.1707041,201.6186384,,,
AT1G80930,67.86362385,64.46783918,49.43484937,,,
AT1G80940,24.64564747,27.94898863,33.37849512,,,
AT1G80950,21.73645846,25.83972342,24.63241988,,,
AT1G80960,0.382983238,1.309738866,2.095335276,,,
AT1G80970,2.491583701,3.07307582,0.273316802,,,
AT1G80980,36.24228772,36.81639502,37.38656038,,,
AT1G80990,0,0,0,,,
AT2G01008,0.921051047,0.755187319,0.596741684,,,
AT2G01021,0,0,1.57961034,,,
AT2G01023,0,0,0,,,
AT2G01050,0,0,0,,,
AT2G01060,72.71328956,67.51143886,74.10408925,,,
AT2G01070,11.9463286,14.68530177,12.9314043,,,
AT2G01080,20.81297463,19.51568291,43.75248294,,,
AT2G01090,113.3221735,104.7303733,129.0098688,,,
AT2G01100,111.7238634,123.748592,78.53890549,,,
AT2G01110,71.28692013,59.02828921,91.9787182,,,
AT2G01120,30.98794979,26.47324524,14.19543159,,,
AT2G01130,14.15681917,16.27600235,7.520873646,,,
AT2G01140,132.3775918,132.5193697,79.73808521,,,
AT2G01150,10.92192289,14.41293054,22.4987743,,,
AT2G01170,24.61183795,23.96688813,34.8003129,,,
AT2G01175,5.263148841,1.65975235,3.125789773,,,
AT2G01180,5.87591255,8.958108489,6.276703687,,,
AT2G01190,8.780963434,7.584907096,13.18459781,,,
AT2G01200,1.079356696,1.252594351,4.94176707,,,
AT2G01210,14.68286397,15.85237108,3.845113779,,,
AT2G01220,45.68259291,44.46002939,34.46988596,,,
AT2G01240,0,0,0,,,
AT2G01250,1167.00579,1213.334293,719.9209549,,,
AT2G01260,8.625518591,9.043407396,10.54781247,,,
AT2G01270,26.84464557,28.6498018,33.06141426,,,
AT2G01275,0,1.849985503,0.688548097,,,
AT2G01280,0,0,0,,,
AT2G01290,39.34376889,30.11140184,29.34353844,,,
AT2G01300,0,0,1.596379027,,,
AT2G01310,0,0,0,,,
AT2G01320,30.82962533,35.58631982,27.82338798,,,
AT2G01330,7.635919528,10.28558294,7.927303742,,,
AT2G01340,4.173512558,4.405259361,10.9402642,,,
AT2G01350,36.75627066,38.23042174,38.31799752,,,
AT2G01360,0,0,0,,,
AT2G01370,0,0,0,,,
AT2G01390,4.876152603,3.943778334,3.592839204,,,
AT2G01400,20.79413716,21.62420204,22.0429071,,,
AT2G01410,10.97605613,8.300472833,9.873921677,,,
AT2G01420,21.17708334,17.38785614,43.5224891,,,
AT2G01430,0.788399674,2.500452996,0.583769039,,,
AT2G01440,14.65974729,11.91647657,7.223392662,,,
AT2G01450,162.9380911,168.2262954,131.6385197,,,
AT2G01460,9.20208035,6.901687777,5.655313448,,,
AT2G01470,34.60954506,35.00518807,35.80450103,,,
AT2G01480,7.44300054,8.210514352,7.186114644,,,
AT2G01490,62.0250045,67.15685281,59.50607214,,,
AT2G01500,0,0,0,,,
AT2G01505,21.42107904,31.26877672,30.12397924,,,
AT2G01510,1.647264373,1.304820693,1.68311757,,,
AT2G01520,0,0,0,,,
AT2G01530,0,0,0,,,
AT2G01540,16.77356085,14.61590757,18.29788036,,,
AT2G01554,0.195506119,0,0,,,
AT2G01560,0,0,0,,,
AT2G01570,66.22404022,66.27746793,30.35466627,,,
AT2G01580,0,0,0,,,
AT2G01590,51.27622759,59.57183133,73.04118211,,,
AT2G01600,27.69795337,30.5284169,27.35413803,,,
AT2G01610,10.68708334,10.50332967,9.713777186,,,
AT2G01620,20.86510691,29.12100641,34.9491034,,,
AT2G01630,15.00606823,16.39286479,8.451859308,,,
AT2G01640,30.35948516,29.50447664,12.31492392,,,
AT2G01650,11.67116155,11.48158096,15.71809795,,,
AT2G01660,1.290746277,0.325633073,2.477820141,,,
AT2G01667,0,0,0,,,
AT2G01670,22.42230828,20.45576748,49.3045588,,,
AT2G01680,5.734968411,5.375355546,5.945025031,,,
AT2G01690,17.44124517,15.60746451,17.10926492,,,
AT2G01710,34.24051549,34.82128511,22.60732918,,,
AT2G01720,43.72021342,40.20669756,28.48960297,,,
AT2G01730,2.463886556,1.038831967,1.049643353,,,
AT2G01735,14.30507408,13.65146308,12.63103231,,,
AT2G01740,3.700651529,2.352698955,2.077939792,,,
AT2G01750,10.49319448,8.302181206,3.830116989,,,
AT2G01755,27.51242999,42.48679851,24.79564583,,,
AT2G01760,24.51126057,20.28494719,9.34843369,,,
AT2G01770,2.642058781,2.957797713,0,,,
AT2G01780,0,0,0,,,
AT2G01790,0,0,0,,,
AT2G01800,0,0,0,,,
AT2G01810,0,0,0,,,
AT2G01818,5.808197467,3.516739844,2.006978758,,,
AT2G01820,31.5355097,30.22841549,23.72427478,,,
AT2G01830,15.662554,14.8286052,6.740255282,,,
AT2G01850,23.01938209,24.26269715,16.4550626,,,
AT2G01860,9.957564197,6.827819008,3.823067872,,,
AT2G01870,10.75531128,14.75813972,15.86275362,,,
AT2G01880,0,0,0,,,
AT2G01890,0.616775255,0.031120357,0.959049135,,,
AT2G01900,0,0,0,,,
AT2G01905,3.042407981,0.88990977,0.685618105,,,
AT2G01910,33.77376223,40.91575706,36.53940459,,,
AT2G01913,6.858185855,8.801463718,15.19759396,,,
AT2G01918,6.944626912,5.005742458,14.95028368,,,
AT2G01920,0,0,0,,,
AT2G01930,51.29832725,67.70912956,37.82165602,,,
AT2G01940,13.28260696,14.43316187,10.41294214,,,
AT2G01950,3.64113056,4.423878378,4.272127964,,,
AT2G01960,0,0,0,,,
AT2G01970,32.08146607,37.61144367,24.48351631,,,
AT2G01980,4.236874968,4.302911584,3.184009682,,,
AT2G01990,29.34236222,19.30043795,20.32825643,,,
AT2G02000,0.020682284,0.480036159,0,,,
AT2G02010,8.893549586,5.842059485,0.253675615,,,
AT2G02020,2.258346318,0.497925705,7.311725028,,,
AT2G02023,0,0,0,,,
AT2G02026,0,0,0,,,
AT2G02030,0,0,0,,,
AT2G02040,11.36971504,8.440095608,14.45011006,,,
AT2G02050,271.1011911,286.5466677,231.3521605,,,
AT2G02060,26.12631181,15.37951068,21.66381288,,,
AT2G02061,2.229438965,0.945937097,0.350166269,,,
AT2G02070,48.3208124,57.43238578,23.86966736,,,
AT2G02080,48.82283162,46.80116383,30.85281472,,,
AT2G02090,22.82585113,23.52698955,15.13724324,,,
AT2G02100,3476.259203,3088.135222,3769.341798,,,
AT2G02103,0,0,0,,,
AT2G02120,0.398531703,0,0.688548097,,,
AT2G02130,350.442211,296.5339082,380.7670975,,,
AT2G02140,0,0,0,,,
AT2G02147,0,0,0,,,
AT2G02148,10.67291831,14.65833478,8.47566133,,,
AT2G02150,3.005201006,1.564349262,0.375900273,,,
AT2G02160,58.75309022,63.00395146,66.45208513,,,
AT2G02170,36.85149827,36.41503471,26.09979028,,,
AT2G02180,26.38174998,18.84910859,40.28006366,,,
AT2G02220,3.789408484,4.963959034,4.400156718,,,
AT2G02230,11.86843968,7.322610663,9.137053676,,,
AT2G02240,0.129119306,0.716640734,0.390391756,,,
AT2G02250,0,0,0,,,
AT2G02280,0,0,0,,,
AT2G02290,0,0,0,,,
AT2G02300,0,0,0,,,
AT2G02310,0,0,0,,,
AT2G02320,0,0,0,,,
AT2G02340,0,0,0,,,
AT2G02350,2.59045607,1.034751855,3.44991286,,,
AT2G02360,9.488850075,2.068306774,7.54124106,,,
AT2G02370,10.52322341,12.1503179,8.253997123,,,
AT2G02380,0,1.26037444,1.198811419,,,
AT2G02390,13.93642742,20.9128796,30.41037315,,,
AT2G02400,15.8837996,13.89821466,16.2747732,,,
AT2G02410,23.0709874,19.15321983,18.53954746,,,
AT2G02440,0,0,0,,,
AT2G02450,9.712649748,11.84223303,19.0238373,,,
AT2G02470,66.32373908,62.41314652,37.47630653,,,
AT2G02480,7.956248997,6.853728796,3.524643252,,,
AT2G02490,0,0,0,,,
AT2G02498,0,0,0,,,
AT2G02500,44.62765903,40.61791963,25.40583407,,,
AT2G02510,264.8652618,262.2704285,288.3978987,,,
AT2G02515,0,0,0,,,
AT2G02520,0,0,0,,,
AT2G02540,12.26093677,9.783999943,4.08700896,,,
AT2G02550,0,0,0,,,
AT2G02560,21.78531089,22.29278682,9.904933688,,,
AT2G02570,111.7424638,125.3035826,91.05762638,,,
AT2G02580,0,0,0,,,
AT2G02590,5.260618481,4.600833513,1.487263889,,,
AT2G02610,0,0,0,,,
AT2G02620,0,0,0,,,
AT2G02630,0.093984801,0,0,,,
AT2G02640,0.115498041,0,0,,,
AT2G02650,0,0,0,,,
AT2G02660,0,0,0,,,
AT2G02680,0,0,0,,,
AT2G02690,0,0,0,,,
AT2G02700,0,0,0,,,
AT2G02710,66.85967118,52.8834443,33.47720847,,,
AT2G02720,0,0,0,,,
AT2G02730,11.29700698,21.55461057,8.918810727,,,
AT2G02740,53.34991312,63.47719776,40.06377253,,,
AT2G02750,2.683273715,1.856273515,1.137113632,,,
AT2G02760,239.608721,250.8178698,263.26839,,,
AT2G02770,12.3496667,9.619292809,4.110486524,,,
AT2G02780,8.702258885,9.189845479,5.806786507,,,
AT2G02790,24.66016579,22.68571398,7.756705091,,,
AT2G02795,0,0,0,,,
AT2G02800,23.49003725,26.79003546,19.53735068,,,
AT2G02810,19.7279177,18.93463424,11.34346805,,,
AT2G02820,1.986906512,2.996794088,1.365738699,,,
AT2G02835,0,0,0,,,
AT2G02840,0,0,0,,,
AT2G02850,61.53329496,71.26465896,42.55227238,,,
AT2G02860,11.02358785,9.630468927,11.22275537,,,
AT2G02870,11.55741939,7.172045249,21.84227574,,,
AT2G02880,8.651300908,10.39004971,12.1053313,,,
AT2G02890,0,0,0,,,
AT2G02910,18.67825592,16.19500655,10.52388262,,,
AT2G02930,0,0,0.75643312,,,
AT2G02950,6.169995368,4.396457644,30.63726054,,,
AT2G02955,5.048864905,4.060296715,5.394831115,,,
AT2G02960,44.90123855,41.86364486,35.73963781,,,
AT2G02970,18.87864748,18.33638275,13.29789472,,,
AT2G02980,2.024329909,2.960349679,2.578635422,,,
AT2G02990,0,0,14.87979264,,,
AT2G03000,0,0,0,,,
AT2G03010,6.655155433,2.351990525,3.59015322,,,
AT2G03020,0.566662265,0,0.209791998,,,
AT2G03030,0,0,0,,,
AT2G03040,0,0,0,,,
AT2G03050,15.7616482,10.8982612,6.17753715,,,
AT2G03060,9.264059952,10.59153592,9.621881415,,,
AT2G03070,13.73681848,15.81412039,10.94594746,,,
AT2G03090,27.1691928,29.26979803,26.92385708,,,
AT2G03110,3.498797809,5.907209499,1.7437257,,,
AT2G03120,72.35256433,81.07529412,60.34874595,,,
AT2G03130,0.746798146,0,0,,,
AT2G03140,5.626404586,6.049638739,5.283254399,,,
AT2G03150,17.63287324,19.98497779,13.83052314,,,
AT2G03160,0,0,0,,,
AT2G03170,0,0,0,,,
AT2G03180,0,0,0,,,
AT2G03190,0,0,0,,,
AT2G03200,0,0,0.34874514,,,
AT2G03210,0,0,0.066304632,,,
AT2G03220,13.21642346,12.27088463,12.45791673,,,
AT2G03230,0.338621709,0,0,,,
AT2G03240,14.8511098,15.64659014,9.190111612,,,
AT2G03250,0,0,0,,,
AT2G03260,1.166987636,2.122346693,0.221562506,,,
AT2G03270,9.633258512,9.606854068,8.335735397,,,
AT2G03280,12.86576217,12.14097431,6.119826306,,,
AT2G03290,0,0,0,,,
AT2G03300,0.40634605,0,0,,,
AT2G03310,8.429958738,18.31353864,14.46340014,,,
AT2G03320,0.507932563,0,0,,,
AT2G03330,7.757946159,5.878361236,11.13093296,,,
AT2G03340,24.83612357,31.14554346,18.35503117,,,
AT2G03350,49.79432224,50.65564171,42.07028871,,,
AT2G03360,0,0,0,,,
AT2G03370,0,0,0,,,
AT2G03380,1.847107807,2.0761337,1.219428658,,,
AT2G03390,55.84741546,59.10573677,55.38339737,,,
AT2G03410,0,0,0,,,
AT2G03420,61.56499105,57.72443961,53.70675155,,,
AT2G03430,22.48644854,15.70635356,16.56515297,,,
AT2G03440,143.2467091,151.5071384,118.0786736,,,
AT2G03450,2.828841598,0.866024155,1.9494782,,,
AT2G03460,0,0,0,,,
AT2G03470,44.06647222,37.97704744,31.71596045,,,
AT2G03480,6.759938082,5.167927415,7.638686794,,,
AT2G03500,0.478606202,1.521375768,1.488408819,,,
AT2G03505,0.490500558,0,1.165235241,,,
AT2G03510,29.43106393,33.0974145,33.64820755,,,
AT2G03520,0,0,0,,,
AT2G03530,3.194246583,1.624810195,8.659484586,,,
AT2G03550,9.898356103,3.340715592,16.87272812,,,
AT2G03560,0,0,0,,,
AT2G03565,0,0,0,,,
AT2G03570,0,0,0,,,
AT2G03580,0,0,0,,,
AT2G03590,0.450514099,0.160456877,1.236216788,,,
AT2G03600,0,0,0.629991221,,,
AT2G03610,0,0,0,,,
AT2G03620,13.33286868,12.14136375,10.73286583,,,
AT2G03630,0,0,0,,,
AT2G03640,84.87586615,85.42106977,33.95525757,,,
AT2G03667,10.20919512,9.669211928,8.291877081,,,
AT2G03670,8.886465195,11.0969833,4.416283654,,,
AT2G03680,227.2693459,289.4691085,333.7277867,,,
AT2G03690,35.65015314,40.07534197,40.14205072,,,
AT2G03710,1.80031696,1.937873014,0.967689217,,,
AT2G03720,0,0,0,,,
AT2G03730,8.593285345,8.328542862,13.08392051,,,
AT2G03740,0,0,0,,,
AT2G03750,18.4275625,20.9425854,17.39366385,,,
AT2G03760,0.792188401,1.247098325,9.252233448,,,
AT2G03770,0.318825363,0.257389287,0,,,
AT2G03780,38.96477673,35.9803189,22.19133137,,,
AT2G03800,9.18878757,16.76976195,12.77927946,,,
AT2G03810,12.01029633,10.93173252,4.678997294,,,
AT2G03820,58.58338951,70.18152053,55.78438217,,,
AT2G03821,0,0,0,,,
AT2G03822,0,0,0,,,
AT2G03830,0,0,0,,,
AT2G03840,0,0,0,,,
AT2G03850,0.485710513,0,0,,,
AT2G03870,112.8402664,90.34363989,97.38824281,,,
AT2G03880,0.886748829,0.04971366,0.822765872,,,
AT2G03890,29.43012764,24.79991253,27.30711945,,,
AT2G03913,0,0,0,,,
AT2G03930,0,0,0,,,
AT2G03931,0,0,0,,,
AT2G03932,0,0,0,,,
AT2G03933,0,0,0,,,
AT2G03936,0,0,0,,,
AT2G03937,0,0,0,,,
AT2G03938,0,0,0,,,
AT2G03955,0,0,0,,,
AT2G03980,14.9795938,13.41152062,18.38872472,,,
AT2G04020,0,0,0,,,
AT2G04025,0,0,0,,,
AT2G04030,136.1498601,155.7621263,83.04718774,,,
AT2G04031,0,0,0,,,
AT2G04032,1.698659718,0,3.717407211,,,
AT2G04034,0,0,0,,,
AT2G04037,0,0,0,,,
AT2G04038,0,0,0,,,
AT2G04039,22.12524798,30.05595016,19.28599935,,,
AT2G04040,0.304120629,0,9.870632885,,,
AT2G04041,0,0,0,,,
AT2G04045,0,0,0,,,
AT2G04046,0,0,0,,,
AT2G04050,0,0,0.600494776,,,
AT2G04060,0,0,0,,,
AT2G04063,0,0,0,,,
AT2G04066,0,0,0,,,
AT2G04070,0,0,0,,,
AT2G04080,1.976784087,1.622173051,10.58372043,,,
AT2G04090,0,0,0,,,
AT2G04100,1.113253848,2.743735237,1.479524836,,,
AT2G04115,0,0,0,,,
AT2G04160,6.943628691,6.371258922,13.59459386,,,
AT2G04170,0.541473003,0.496742983,0.425231604,,,
AT2G04190,0,0,0,,,
AT2G04220,0,0,0,,,
AT2G04230,3.323168589,2.352116748,8.771704039,,,
AT2G04235,6.544310073,5.628466401,1.870171306,,,
AT2G04240,21.80432962,22.77322779,36.90279861,,,
AT2G04270,14.12599997,14.63066727,10.34471362,,,
AT2G04280,52.44649197,55.03872971,40.64974986,,,
AT2G04300,0,0,0,,,
AT2G04305,4.978439712,9.807419401,9.671330739,,,
AT2G04340,23.76073499,27.4631781,32.20347363,,,
AT2G04350,9.14024999,9.020673449,6.679203036,,,
AT2G04360,33.60329931,44.95291878,39.20648633,,,
AT2G04370,0,0,0,,,
AT2G04378,250.7279522,236.5147098,172.3243842,,,
AT2G04380,0.287828452,0,0.372963552,,,
AT2G04390,379.7389687,384.3846181,233.7378342,,,
AT2G04395,0.651687062,0.131527545,0,,,
AT2G04400,20.36368444,25.14215923,28.07499337,,,
AT2G04410,209.4768801,206.3027312,184.8286405,,,
AT2G04420,0,0,0,,,
AT2G04425,0,0,0,,,
AT2G04430,3.453941427,2.967834399,5.081166813,,,
AT2G04440,0,0,0,,,
AT2G04450,8.938897708,7.032323951,11.09435243,,,
AT2G04480,0,0,0,,,
AT2G04495,0,0,0.529130557,,,
AT2G04500,0,0,0,,,
AT2G04515,0,0,0,,,
AT2G04520,157.0597064,136.0769563,99.32070492,,,
AT2G04530,26.82399018,26.33255545,25.76915497,,,
AT2G04540,25.59056603,18.78537887,16.0810259,,,
AT2G04550,20.64332434,24.60100372,23.80027879,,,
AT2G04560,4.158215818,5.761248828,5.20369104,,,
AT2G04570,6.317465516,6.970959868,14.43400825,,,
AT2G04620,3.138374814,5.496501523,4.413946623,,,
AT2G04622,0,0,0,,,
AT2G04630,123.2699785,97.4251736,102.598415,,,
AT2G04650,7.968675676,8.83787541,2.727124157,,,
AT2G04660,7.813246254,7.631027662,3.638332669,,,
AT2G04675,0,0,0,,,
AT2G04680,0.125979627,0,0.544141353,,,
AT2G04690,46.11257346,50.20082237,44.11929037,,,
AT2G04700,168.4677553,171.428707,236.9916973,,,
AT2G04740,11.23873169,13.88774129,11.10001371,,,
AT2G04750,0,0,0,,,
AT2G04780,54.45037073,54.00443615,56.23412809,,,
AT2G04790,10.73861789,8.238407117,11.28384275,,,
AT2G04795,0.971421026,0.326763744,2.424263091,,,
AT2G04800,0.786973996,0,2.26610766,,,
AT2G04810,0,0,0,,,
AT2G04830,0,0,0,,,
AT2G04840,0,0,0,,,
AT2G04842,31.72214408,34.06775548,35.99699835,,,
AT2G04845,23.42056173,36.43042726,6.539634892,,,
AT2G04850,1.407161322,2.323653289,8.000758873,,,
AT2G04860,2.347484,0.935496779,1.188316773,,,
AT2G04865,44.42554602,35.15743083,21.52022031,,,
AT2G04870,0,0,0,,,
AT2G04880,26.79635706,29.44087764,20.9471005,,,
AT2G04890,12.13885212,10.25438299,19.54545226,,,
AT2G04900,69.15915276,61.60383139,103.250189,,,
AT2G04910,0,0,0,,,
AT2G04920,0,0,0,,,
AT2G04925,0,0,0,,,
AT2G04930,0,0,0,,,
AT2G04940,27.02511422,27.48473872,18.17556732,,,
AT2G05050,0,0,0,,,
AT2G05060,0,0,0,,,
AT2G05070,521.3633691,478.6769454,346.3345156,,,
AT2G05100,294.0654568,254.9248576,186.6948982,,,
AT2G05117,0,0,0,,,
AT2G05120,9.298246673,10.5784045,4.510364827,,,
AT2G05140,0,0,0.109829758,,,
AT2G05160,1.099858443,2.044555269,2.233614124,,,
AT2G05170,12.87176242,15.49973874,9.996862293,,,
AT2G05180,0,0,0,,,
AT2G05185,3.60917475,13.04117773,2.011488822,,,
AT2G05210,30.35483139,35.145256,22.72208719,,,
AT2G05220,836.0008016,822.350787,536.3057176,,,
AT2G05230,0,0,0,,,
AT2G05250,0.043968137,0,0.075964288,,,
AT2G05260,3.925370758,8.621465686,5.585103225,,,
AT2G05270,0,0,0,,,
AT2G05294,0,0,0,,,
AT2G05310,175.4931192,126.0581909,213.12203,,,
AT2G05320,8.654888031,6.113742065,7.725797207,,,
AT2G05330,1.007399583,0.532503879,0,,,
AT2G05335,0,0,0,,,
AT2G05350,0,0,0,,,
AT2G05360,0,0,0,,,
AT2G05370,0,0,0,,,
AT2G05380,226.6316952,203.6771479,1637.214364,,,
AT2G05400,0,0,0,,,
AT2G05410,0,0,0,,,
AT2G05420,0,0,0,,,
AT2G05430,0,0,0,,,
AT2G05440,0,0,3.002958151,,,
AT2G05500,0,0,0,,,
AT2G05510,0,0,0,,,
AT2G05520,630.0131106,536.5013052,2191.186416,,,
AT2G05530,0,0,1.388967713,,,
AT2G05540,63.38998384,58.7405883,94.77662038,,,
AT2G05580,0,0,0,,,
AT2G05590,20.92815825,24.62766743,13.83891076,,,
AT2G05600,0,0,0,,,
AT2G05620,143.2870179,129.3789343,180.8928896,,,
AT2G05630,32.59264729,20.46927307,28.96909629,,,
AT2G05632,24.2427587,14.20497483,6.755566233,,,
AT2G05635,0,0,0,,,
AT2G05642,0,0,0,,,
AT2G05645,0,0,0,,,
AT2G05710,56.84887853,59.76314333,39.291014,,,
AT2G05720,0,0,0,,,
AT2G05752,0,0,0,,,
AT2G05753,0,0,0,,,
AT2G05755,8.119339922,8.687688791,7.748735298,,,
AT2G05760,8.512208815,11.74091609,2.164763498,,,
AT2G05786,0,0,0,,,
AT2G05790,153.9377151,134.0767598,57.64297577,,,
AT2G05803,0,0,0,,,
AT2G05810,5.279001699,7.126936595,9.182221436,,,
AT2G05830,43.32624126,41.88152689,31.12604623,,,
AT2G05840,126.1877224,113.0311509,105.3116194,,,
AT2G05850,0,0,0,,,
AT2G05900,0,0,0,,,
AT2G05910,1.511099374,0,0,,,
AT2G05915,0,0,0,,,
AT2G05920,52.44043785,50.41250448,32.10549298,,,
AT2G05940,2.327494007,5.08142323,10.98107807,,,
AT2G05970,0,0,0,,,
AT2G05990,177.9530692,165.7519537,103.6590669,,,
AT2G06000,11.38449968,8.04191739,7.767643148,,,
AT2G06005,6.05409958,5.52194012,6.839061995,,,
AT2G06010,59.26524893,48.07749306,38.36196539,,,
AT2G06020,0,0,0,,,
AT2G06025,39.79801022,40.77649708,48.00776523,,,
AT2G06040,12.7791306,9.949377846,5.631114186,,,
AT2G06050,26.51252488,23.18021987,182.3106736,,,
AT2G06090,0,0,0,,,
AT2G06095,0,0,0,,,
AT2G06166,0,0,0,,,
AT2G06200,4.609954476,1.493777115,3.726590924,,,
AT2G06210,13.83474341,13.20460667,9.213429295,,,
AT2G06255,21.47723578,26.9966264,19.04148464,,,
AT2G06420,0,0,0,,,
AT2G06500,0,0,0,,,
AT2G06510,9.262597993,14.06154619,5.641582846,,,
AT2G06520,1351.199599,1390.080895,2941.47747,,,
AT2G06530,34.98261915,30.02756386,32.55674762,,,
AT2G06541,0,0,0,,,
AT2G06555,0,0,0,,,
AT2G06570,0,0,0,,,
AT2G06645,0,0,0,,,
AT2G06667,0,0,0,,,
AT2G06845,0,0,0,,,
AT2G06850,148.3101516,155.9664253,125.7979691,,,
AT2G06904,0,0,0,,,
AT2G06906,0,0,0,,,
AT2G06908,0,0,0,,,
AT2G06925,66.96937438,67.93176999,132.1642656,,,
AT2G06960,0,0,0,,,
AT2G06983,0,0,0,,,
AT2G06990,19.90177696,23.43250365,9.867806761,,,
AT2G07000,0,0,2.309967809,,,
AT2G07020,0,0,0,,,
AT2G07040,0,0,0,,,
AT2G07050,49.04142361,49.55802127,28.00759982,,,
AT2G07110,0,0,0,,,
AT2G07120,0,0,0,,,
AT2G07140,0,0,0,,,
AT2G07170,20.62268073,20.74730869,6.345377467,,,
AT2G07180,45.91481053,56.69609121,47.80668705,,,
AT2G07190,0,0,0,,,
AT2G07200,0,0,0,,,
AT2G07215,0,0,0,,,
AT2G07240,0,0,0,,,
AT2G07280,0,0,0,,,
AT2G07290,0,0,0,,,
AT2G07310,0,0,0,,,
AT2G07340,147.4752665,125.8015083,83.96016715,,,
AT2G07360,25.32122197,27.92453732,17.78280264,,,
AT2G07362,0,0,0,,,
AT2G07363,0,0,0,,,
AT2G07440,0,0,0,,,
AT2G07505,0,0,0,,,
AT2G07521,0,0,0,,,
AT2G07560,0,0,0,,,
AT2G07599,0,0,0,,,
AT2G07640,0.725987689,0,0.228054147,,,
AT2G07667,2.08182771,1.623374216,0,,,
AT2G07669,0,0,0,,,
AT2G07671,1.927781262,0,0,,,
AT2G07672,0,0,0,,,
AT2G07673,0,0,0,,,
AT2G07674,0.699011955,0,0.071040677,,,
AT2G07675,3.042757924,6.556021781,5.683254132,,,
AT2G07676,0,0,0,,,
AT2G07678,0,0,0,,,
AT2G07680,3.134359658,1.994537984,2.892392076,,,
AT2G07681,0.196832483,0,0,,,
AT2G07684,0,0,0,,,
AT2G07687,0.467450719,1.218607646,0.538413549,,,
AT2G07689,0.337361721,0,0,,,
AT2G07690,21.12218027,23.38335714,7.401892041,,,
AT2G07691,0,0,0,,,
AT2G07692,0,0,0,,,
AT2G07695,0.0354857,0,0,,,
AT2G07696,0,0,1.081343991,,,
AT2G07698,0.719201171,1.008011549,0.690318143,,,
AT2G07701,0,0,0,,,
AT2G07702,0,0,0,,,
AT2G07705,0,0,0,,,
AT2G07706,0,0,0,,,
AT2G07707,0,0,0,,,
AT2G07708,0,0,0,,,
AT2G07713,0,0,0,,,
AT2G07714,0,0,0,,,
AT2G07715,1.912952175,1.340569205,1.147580161,,,
AT2G07718,0,0,0,,,
AT2G07719,0,0,0,,,
AT2G07721,0,0,0,,,
AT2G07722,0,0,0,,,
AT2G07724,0,0,0,,,
AT2G07725,0,0,0,,,
AT2G07727,0.552279974,0,0.272623104,,,
AT2G07728,0.252727422,0,0,,,
AT2G07732,0,0,1.377096194,,,
AT2G07734,0,0,0,,,
AT2G07738,0,0,0,,,
AT2G07739,0,0,0,,,
AT2G07741,0,0,0,,,
AT2G07749,0,0,0,,,
AT2G07750,0,0,0.211610526,,,
AT2G07751,11.31963997,2.284600293,4.513172399,,,
AT2G07760,0,0,0,,,
AT2G07768,0,0,0,,,
AT2G07771,0,0,0,,,
AT2G07772,0,0,0,,,
AT2G07773,0,0,0,,,
AT2G07774,4.073879632,4.826049139,10.55773748,,,
AT2G07775,0,0,0.138777136,,,
AT2G07776,0,0,0,,,
