"","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","gene_ID"
"Chir08Ox-b02700.2",0,0.849790705663443,0.186,0.021,0,"Chir08Ox-b02700.2"
"Chir04Ox-b12300.2",5.67198588606772e-225,0.2908536069335,0.152,0.021,1.11511242520091e-220,"Chir04Ox-b12300.2"
"Chir05Ox-b22100.2",3.24371626951728e-210,0.274506582523959,0.146,0.021,6.37714618587098e-206,"Chir05Ox-b22100.2"
"Chir03Ox-b13570.2",0,0.425794500242627,0.262,0.022,0,"Chir03Ox-b13570.2"
"Chir02Ox-b11350.2",0,1.80206064465317,0.4,0.023,0,"Chir02Ox-b11350.2"
"Chir03Ox-b34380.2",0,0.397267119154411,0.204,0.023,0,"Chir03Ox-b34380.2"
"Chir06Ox-b09460.2",0,0.762926333203335,0.241,0.023,0,"Chir06Ox-b09460.2"
"Chir05Ox-b14070.2",3.67424896929664e-148,0.261710805771464,0.13,0.023,7.22357347363719e-144,"Chir05Ox-b14070.2"
"Chir05Ox-b27850.2",0,0.608433546989677,0.335,0.024,0,"Chir05Ox-b27850.2"
"Chir06Ox-b13450.2",0,1.34309924113151,0.334,0.024,0,"Chir06Ox-b13450.2"
"Chir06Ox-b25450.2",0,1.27102600334698,0.311,0.024,0,"Chir06Ox-b25450.2"
"Chir05Ox-b12230.2",4.00267788105306e-299,0.842641374934266,0.188,0.024,7.86926471415031e-295,"Chir05Ox-b12230.2"
"Chir02Ox-b09980.2",0,0.354257615944068,0.203,0.025,0,"Chir02Ox-b09980.2"
"Chir04Ox-b22870.2",0,1.203441280359,0.407,0.025,0,"Chir04Ox-b22870.2"
"Chir04Ox-b25120.2",0,0.804517261111679,0.349,0.025,0,"Chir04Ox-b25120.2"
"Chir07Ox-b22380.2",0,0.30790531441897,0.223,0.025,0,"Chir07Ox-b22380.2"
"Chir08Ox-b15690.2",0,0.866348209787039,0.272,0.025,0,"Chir08Ox-b15690.2"
"Chir08Ox-b01890.2",1.80753783290117e-282,0.474117510555088,0.183,0.025,3.55361937948371e-278,"Chir08Ox-b01890.2"
"Chir04Ox-b23090.2",1.1352426311292e-277,0.304318642906695,0.183,0.025,2.23188701280001e-273,"Chir04Ox-b23090.2"
"Chir07Ox-b24410.2",2.02073854530043e-267,0.46676201535063,0.181,0.025,3.97277198006065e-263,"Chir07Ox-b24410.2"
"Chir03Ox-b22100.2",0,1.9332537823147,0.411,0.026,0,"Chir03Ox-b22100.2"
"Chir04Ox-b30120.2",0,0.456887148568901,0.276,0.026,0,"Chir04Ox-b30120.2"
"Chir06Ox-b37490.2",0,0.381410771258448,0.25,0.026,0,"Chir06Ox-b37490.2"
"Chir05Ox-b28400.2",8.09371225247313e-299,0.268187512524655,0.195,0.026,1.59122382883622e-294,"Chir05Ox-b28400.2"
"Chir01Ox-b41050.2",0,1.98668103098301,0.467,0.027,0,"Chir01Ox-b41050.2"
"Chir03Ox-b14490.2",0,0.576920407284873,0.288,0.027,0,"Chir03Ox-b14490.2"
"Chir03Ox-b20250.2",0,0.250486628355909,0.222,0.027,0,"Chir03Ox-b20250.2"
"Chir06Ox-b26160.2",0,0.591323642950843,0.211,0.027,0,"Chir06Ox-b26160.2"
"Chir07Ox-b18120.2",2.16172223629948e-229,0.268632036836485,0.174,0.027,4.24994591656478e-225,"Chir07Ox-b18120.2"
"Chir02Ox-b04610.2",0,0.348691399224356,0.251,0.028,0,"Chir02Ox-b04610.2"
"Chir04Ox-b21430.2",0,2.8363760906423,0.436,0.028,0,"Chir04Ox-b21430.2"
"Chir05Ox-b04600.2",0,0.712368401796827,0.373,0.028,0,"Chir05Ox-b04600.2"
"Chir02Ox-b12090.2",3.97765153807857e-111,0.317140792727028,0.128,0.028,7.82006292386246e-107,"Chir02Ox-b12090.2"
"Chir05Ox-b14670.2",3.94155337681495e-158,0.316289419751966,0.151,0.029,7.74909393881819e-154,"Chir05Ox-b14670.2"
"Chir03Ox-b30890.2",0,0.492065198045143,0.294,0.03,0,"Chir03Ox-b30890.2"
"Chir07Ox-b13600.2",7.08690497158998e-290,0.345230166361449,0.204,0.03,1.39328551741459e-285,"Chir07Ox-b13600.2"
"Chir01Ox-b40790.2",2.58584995747322e-134,0.266009437367262,0.143,0.03,5.08378101639235e-130,"Chir01Ox-b40790.2"
"Chir05Ox-b16080.2",1.64565947636191e-99,0.498984318446666,0.127,0.031,3.23536653052752e-95,"Chir05Ox-b16080.2"
"Chir01Ox-b01680.2",0,0.405245355250638,0.223,0.032,0,"Chir01Ox-b01680.2"
"Chir01Ox-b40680.2",0,0.635300950671433,0.279,0.032,0,"Chir01Ox-b40680.2"
"Chir02Ox-b02280.2",1.79864437191541e-257,0.337825435513149,0.198,0.032,3.53613483518569e-253,"Chir02Ox-b02280.2"
"Chir04Ox-b22690.2",0,0.694980408639821,0.401,0.033,0,"Chir04Ox-b22690.2"
"Chir02Ox-b20780.2",0,0.809770264230089,0.261,0.034,0,"Chir02Ox-b20780.2"
"Chir04Ox-b28170.2",0,0.512223887956704,0.234,0.034,0,"Chir04Ox-b28170.2"
"Chir05Ox-b00260.2",7.07265500717273e-246,0.369957805354865,0.201,0.034,1.39048397441016e-241,"Chir05Ox-b00260.2"
"Chir06Ox-b04860.2",5.47305238158891e-124,0.285961559577009,0.147,0.034,1.07600209822038e-119,"Chir06Ox-b04860.2"
"Chir04Ox-b22740.2",0,0.545919351732242,0.283,0.035,0,"Chir04Ox-b22740.2"
"Chir02Ox-b20830.2",7.53945624431824e-204,0.331171935952439,0.186,0.035,1.48225709763297e-199,"Chir02Ox-b20830.2"
"Chir02Ox-b27820.2",0,0.523855624675563,0.241,0.036,0,"Chir02Ox-b27820.2"
"Chir08Ox-b05810.2",0,0.675812370639077,0.354,0.036,0,"Chir08Ox-b05810.2"
"Chir03Ox-b16250.2",4.37512415180802e-188,0.412332256965309,0.185,0.036,8.60149408245456e-184,"Chir03Ox-b16250.2"
"Chir06Ox-b17360.2",2.05997032310487e-161,0.547989602974813,0.171,0.036,4.04990165522418e-157,"Chir06Ox-b17360.2"
"Chir01Ox-b11980.2",1.34610130418827e-228,0.370936779522056,0.201,0.037,2.64643516403415e-224,"Chir01Ox-b11980.2"
"Chir02Ox-b08950.2",0,1.3311476671521,0.369,0.038,0,"Chir02Ox-b08950.2"
"Chir01Ox-b13060.2",0,0.798633038020476,0.475,0.039,0,"Chir01Ox-b13060.2"
"Chir02Ox-b15930.2",9.953295148768e-183,0.432024896682403,0.186,0.039,1.95681782624779e-178,"Chir02Ox-b15930.2"
"Chir03Ox-b05330.2",1.92566850711313e-167,0.380731189742183,0.182,0.039,3.78586428498442e-163,"Chir03Ox-b05330.2"
"Chir04Ox-b11780.2",0,0.802171528053691,0.306,0.04,0,"Chir04Ox-b11780.2"
"Chir06Ox-b32210.2",0,0.51349082230182,0.288,0.041,0,"Chir06Ox-b32210.2"
"Chir07Ox-b25260.2",0,0.80536038325039,0.345,0.041,0,"Chir07Ox-b25260.2"
"Chir02Ox-b14650.2",5.97169967831997e-250,0.296639369640556,0.222,0.041,1.17403615675771e-245,"Chir02Ox-b14650.2"
"Chir08Ox-b29470.2",1.98195976778313e-195,0.285487771052021,0.201,0.041,3.89653290346163e-191,"Chir08Ox-b29470.2"
"Chir04Ox-b26280.2",1.7741132890459e-193,0.305134438489264,0.198,0.041,3.48790672626424e-189,"Chir04Ox-b26280.2"
"Chir07Ox-b04970.2",0,1.06850752082741,0.488,0.042,0,"Chir07Ox-b04970.2"
"Chir04Ox-b28360.2",6.40225664900604e-161,0.311264666196194,0.184,0.042,1.25868365719459e-156,"Chir04Ox-b28360.2"
"Chir07Ox-b21050.2",3.62094125988871e-160,0.307070280343073,0.182,0.042,7.11877051694121e-156,"Chir07Ox-b21050.2"
"Chir03Ox-b05930.2",0,0.456782515967183,0.274,0.043,0,"Chir03Ox-b05930.2"
"Chir08Ox-b23620.2",0,1.47253895661066,0.558,0.043,0,"Chir08Ox-b23620.2"
"Chir07Ox-b19300.2",0,0.765361912028007,0.315,0.044,0,"Chir07Ox-b19300.2"
"Chir07Ox-b34420.2",7.70065370362191e-306,0.39937797764992,0.253,0.044,1.51394851813207e-301,"Chir07Ox-b34420.2"
"Chir04Ox-b25860.2",1.19551077993825e-159,0.65618545020775,0.19,0.044,2.35037419335859e-155,"Chir04Ox-b25860.2"
"Chir01Ox-b29290.2",0,0.519564605333609,0.381,0.045,0,"Chir01Ox-b29290.2"
"Chir02Ox-b20860.2",0,0.923773953744589,0.334,0.045,0,"Chir02Ox-b20860.2"
"Chir07Ox-b21340.2",0,0.576456894471159,0.262,0.045,0,"Chir07Ox-b21340.2"
"Chir04Ox-b11890.2",0,0.658845406455805,0.424,0.046,0,"Chir04Ox-b11890.2"
"Chir05Ox-b28350.2",6.60103495888509e-308,0.46326446875502,0.257,0.046,1.29776347291681e-303,"Chir05Ox-b28350.2"
"Chir05Ox-b02030.2",0,1.39712462801557,0.472,0.047,0,"Chir05Ox-b02030.2"
"Chir06Ox-b33620.2",0,0.412429589412869,0.277,0.047,0,"Chir06Ox-b33620.2"
"Chir05Ox-b15790.2",4.35613356456846e-118,0.408465515752379,0.176,0.048,8.56415858794159e-114,"Chir05Ox-b15790.2"
"Chir07Ox-b25510.2",0,0.38307931278341,0.346,0.049,0,"Chir07Ox-b25510.2"
"Chir02Ox-b00470.2",1.98536351824136e-298,0.443144898116835,0.261,0.049,3.90322467686251e-294,"Chir02Ox-b00470.2"
"Chir01Ox-b09790.2",8.98317582034092e-267,0.570667438811279,0.247,0.049,1.76609236627902e-262,"Chir01Ox-b09790.2"
"Chir01Ox-b23810.2",3.1067007576515e-254,0.337453936691103,0.249,0.049,6.10777368954286e-250,"Chir01Ox-b23810.2"
"Chir03Ox-b02660.2",7.85202314045683e-118,0.362209701977731,0.178,0.049,1.54370774941381e-113,"Chir03Ox-b02660.2"
"Chir01Ox-b40640.2",0,0.89611555913736,0.491,0.05,0,"Chir01Ox-b40640.2"
"Chir07Ox-b25530.2",0,0.301254598997957,0.3,0.05,0,"Chir07Ox-b25530.2"
"Chir03Ox-b12560.2",6.14386013077118e-289,0.481227614616559,0.265,0.05,1.20788290170961e-284,"Chir03Ox-b12560.2"
"Chir04Ox-b21900.2",1.32354746135159e-237,0.798761185954462,0.244,0.05,2.60209430901722e-233,"Chir04Ox-b21900.2"
"Chir05Ox-b02870.2",0,0.734344947842969,0.32,0.051,0,"Chir05Ox-b02870.2"
"Chir03Ox-b06920.2",1.92949537759977e-261,0.355549959721647,0.251,0.051,3.79338791236114e-257,"Chir03Ox-b06920.2"
"Chir07Ox-b01780.2",2.5926408931129e-217,0.524997712510367,0.239,0.053,5.09713199585995e-213,"Chir07Ox-b01780.2"
"Chir01Ox-b00880.2",1.46928312443671e-162,0.334566358355346,0.211,0.053,2.88861062264258e-158,"Chir01Ox-b00880.2"
"Chir08Ox-b13980.2",0,0.941811759924097,0.331,0.054,0,"Chir08Ox-b13980.2"
"Chir07Ox-b33820.2",9.38647467282866e-97,0.36217589679834,0.175,0.054,1.84538092067812e-92,"Chir07Ox-b33820.2"
"Chir04Ox-b28640.2",1.50276649243532e-84,0.260965704839317,0.166,0.054,2.95443892412785e-80,"Chir04Ox-b28640.2"
"Chir06Ox-b10000.2",0,0.866280211081031,0.318,0.055,0,"Chir06Ox-b10000.2"
"Chir07Ox-b35040.2",0,0.579478638134936,0.377,0.055,0,"Chir07Ox-b35040.2"
"Chir05Ox-b17970.2",8.25371222843575e-278,0.363834975214672,0.273,0.055,1.62267982411047e-273,"Chir05Ox-b17970.2"
"Chir04Ox-b26270.2",0,1.45915191284654,0.487,0.056,0,"Chir04Ox-b26270.2"
"Chir06Ox-b35360.2",3.18181009503098e-132,0.272437697701433,0.203,0.056,6.2554386468309e-128,"Chir06Ox-b35360.2"
"Chir01Ox-b43790.2",0,0.422303931401772,0.334,0.057,0,"Chir01Ox-b43790.2"
"Chir07Ox-b11440.2",0,1.22147634618989,0.467,0.057,0,"Chir07Ox-b11440.2"
"Chir05Ox-b12650.2",2.25697080508042e-266,0.365389113740509,0.27,0.057,4.43720460278811e-262,"Chir05Ox-b12650.2"
"Chir08Ox-b27550.2",3.25272994967365e-254,0.75687021261537,0.266,0.057,6.3948670810584e-250,"Chir08Ox-b27550.2"
"Chir04Ox-b02160.2",3.49787325732719e-150,0.276296865488732,0.216,0.057,6.87681882390525e-146,"Chir04Ox-b02160.2"
"Chir05Ox-b14840.2",0,3.06464002474885,0.522,0.058,0,"Chir05Ox-b14840.2"
"Chir07Ox-b00360.2",4.00557564795812e-268,0.314671073494773,0.277,0.059,7.87496172388566e-264,"Chir07Ox-b00360.2"
"Chir01Ox-b40890.2",3.82519801022976e-253,0.950165437336997,0.273,0.059,7.5203392881117e-249,"Chir01Ox-b40890.2"
"Chir03Ox-b16340.2",3.3726314278327e-214,0.270550919142821,0.249,0.059,6.63059338711909e-210,"Chir03Ox-b16340.2"
"Chir07Ox-b35940.2",2.7090262517847e-169,0.728620532319178,0.228,0.06,5.32594561100872e-165,"Chir07Ox-b35940.2"
"Chir07Ox-b05990.2",1.97602847654338e-221,0.322750335619522,0.256,0.061,3.88487198488429e-217,"Chir07Ox-b05990.2"
"Chir02Ox-b14340.2",0,0.612173158266247,0.484,0.063,0,"Chir02Ox-b14340.2"
"Chir04Ox-b15220.2",3.75137668252013e-298,0.311654310153683,0.299,0.063,7.37520655783458e-294,"Chir04Ox-b15220.2"
"Chir02Ox-b27870.2",0,1.20913132550563,0.464,0.064,0,"Chir02Ox-b27870.2"
"Chir03Ox-b35260.2",0,0.742720215266257,0.409,0.064,0,"Chir03Ox-b35260.2"
"Chir06Ox-b08870.2",0,0.615362029850713,0.355,0.064,0,"Chir06Ox-b08870.2"
"Chir06Ox-b14700.2",1.40135384714213e-221,0.285089927196499,0.265,0.064,2.75506166348142e-217,"Chir06Ox-b14700.2"
"Chir03Ox-b12980.2",8.01045020935259e-101,0.251425281466571,0.193,0.064,1.57485451115872e-96,"Chir03Ox-b12980.2"
"Chir02Ox-b12400.2",0,0.93320494736541,0.507,0.065,0,"Chir02Ox-b12400.2"
"Chir03Ox-b01930.2",0,0.860405887726912,0.505,0.065,0,"Chir03Ox-b01930.2"
"Chir03Ox-b20060.2",0,0.640549440813371,0.319,0.065,0,"Chir03Ox-b20060.2"
"Chir04Ox-b20710.2",0,0.522521519321817,0.384,0.065,0,"Chir04Ox-b20710.2"
"Chir01Ox-b14920.2",3.69176072138729e-262,0.290132224990744,0.288,0.065,7.25800157824741e-258,"Chir01Ox-b14920.2"
"Chir06Ox-b24120.2",4.21087835732595e-234,0.332340440962809,0.272,0.065,8.27858685050281e-230,"Chir06Ox-b24120.2"
"Chir06Ox-b02130.2",4.15928791331094e-192,0.286258171687967,0.251,0.065,8.17716003756931e-188,"Chir06Ox-b02130.2"
"Chir02Ox-b23970.2",0,0.552565791051242,0.322,0.066,0,"Chir02Ox-b23970.2"
"Chir04Ox-b05290.2",0,0.334694877989435,0.31,0.066,0,"Chir04Ox-b05290.2"
"Chir05Ox-b14850.2",0,0.882701016913277,0.551,0.066,0,"Chir05Ox-b14850.2"
"Chir08Ox-b25990.2",0,1.3761660919664,0.467,0.066,0,"Chir08Ox-b25990.2"
"Chir03Ox-b31220.2",3.58861067555196e-159,0.80788845069585,0.239,0.067,7.05520858813516e-155,"Chir03Ox-b31220.2"
"Chir01Ox-b15010.2",0,1.28486030959674,0.385,0.068,0,"Chir01Ox-b15010.2"
"Chir01Ox-b41350.2",0,0.603186153608767,0.315,0.068,0,"Chir01Ox-b41350.2"
"Chir06Ox-b33400.2",0,0.969990135455527,0.399,0.068,0,"Chir06Ox-b33400.2"
"Chir06Ox-b33460.2",6.65519556087415e-270,0.372135216036384,0.3,0.069,1.30841144726786e-265,"Chir06Ox-b33460.2"
"Chir06Ox-b13540.2",8.25300290177672e-190,0.828835733591532,0.261,0.07,1.6225403704893e-185,"Chir06Ox-b13540.2"
"Chir01Ox-b24160.2",9.81186082723552e-145,0.29358081036377,0.238,0.07,1.9290118386345e-140,"Chir01Ox-b24160.2"
"Chir02Ox-b14960.2",8.27414661730871e-36,0.295737299830738,0.148,0.07,1.62669722496289e-31,"Chir02Ox-b14960.2"
"Chir02Ox-b23120.2",0,1.11720159261743,0.627,0.071,0,"Chir02Ox-b23120.2"
"Chir06Ox-b04390.2",1.31955945601172e-150,0.489702469969522,0.238,0.071,2.59425389051904e-146,"Chir06Ox-b04390.2"
"Chir03Ox-b30730.2",1.15907400599318e-129,0.330060489451407,0.232,0.071,2.2787394957826e-125,"Chir03Ox-b30730.2"
"Chir06Ox-b26800.2",0,1.35478914325688,0.507,0.072,0,"Chir06Ox-b26800.2"
"Chir07Ox-b14870.2",4.326223172608e-226,0.424878846197397,0.285,0.072,8.50535475734733e-222,"Chir07Ox-b14870.2"
"Chir07Ox-b28180.2",3.30971284543897e-200,0.2840195280543,0.272,0.072,6.50689545413301e-196,"Chir07Ox-b28180.2"
"Chir04Ox-b20700.2",1.18464951827975e-275,0.621426164081369,0.315,0.073,2.32902095293799e-271,"Chir04Ox-b20700.2"
"Chir04Ox-b29190.2",9.58500857205836e-243,0.391903855339577,0.292,0.073,1.88441268526667e-238,"Chir04Ox-b29190.2"
"Chir02Ox-b25340.2",1.32314177913741e-190,0.393583849077577,0.266,0.073,2.60129673778415e-186,"Chir02Ox-b25340.2"
"Chir02Ox-b16020.2",1.25108091207362e-185,0.505614961351027,0.263,0.073,2.45962507313673e-181,"Chir02Ox-b16020.2"
"Chir03Ox-b00140.2",0,0.898476664887952,0.463,0.075,0,"Chir03Ox-b00140.2"
"Chir01Ox-b19580.2",2.40111681593725e-244,0.298882063714299,0.301,0.075,4.72059566013262e-240,"Chir01Ox-b19580.2"
"Chir07Ox-b02980.2",1.20436712863454e-159,0.285435532288966,0.256,0.075,2.3677857748955e-155,"Chir07Ox-b02980.2"
"Chir01Ox-b24510.2",0,1.01434849094428,0.507,0.076,0,"Chir01Ox-b24510.2"
"Chir05Ox-b07040.2",0,0.954092388997963,0.463,0.076,0,"Chir05Ox-b07040.2"
"Chir07Ox-b33250.2",1.22786146354932e-202,0.434518780435872,0.284,0.076,2.41397563733797e-198,"Chir07Ox-b33250.2"
"Chir06Ox-b36330.2",1.78351511953279e-208,0.372095373533603,0.283,0.077,3.50639072500147e-204,"Chir06Ox-b36330.2"
"Chir02Ox-b18790.2",4.49737850148852e-205,0.346842272848196,0.291,0.078,8.84184613392642e-201,"Chir02Ox-b18790.2"
"Chir02Ox-b11540.2",1.72148095125323e-155,0.293222382401174,0.262,0.078,3.38443155016385e-151,"Chir02Ox-b11540.2"
"Chir08Ox-b20800.2",9.24536260139405e-153,0.273862955669413,0.254,0.078,1.81763828743407e-148,"Chir08Ox-b20800.2"
"Chir05Ox-b09690.2",6.11423593902031e-88,0.288543417676698,0.211,0.078,1.20205878561139e-83,"Chir05Ox-b09690.2"
"Chir01Ox-b13940.2",0,0.642440449112617,0.506,0.079,0,"Chir01Ox-b13940.2"
"Chir06Ox-b00580.2",0,1.82376301450356,0.571,0.079,0,"Chir06Ox-b00580.2"
"Chir08Ox-b09780.2",0,1.75081905403,0.592,0.079,0,"Chir08Ox-b09780.2"
"Chir04Ox-b25500.2",4.24058027165748e-136,0.343509226460616,0.248,0.079,8.33698081407861e-132,"Chir04Ox-b25500.2"
"Chir07Ox-b02880.2",8.52983687340489e-230,0.318389567868642,0.307,0.08,1.6769659293114e-225,"Chir07Ox-b02880.2"
"Chir08Ox-b12950.2",3.12381751319177e-139,0.257294069138721,0.247,0.08,6.14142523093502e-135,"Chir08Ox-b12950.2"
"Chir08Ox-b05770.2",0,0.493184573513464,0.407,0.081,0,"Chir08Ox-b05770.2"
"Chir08Ox-b20000.2",2.06208453265809e-164,0.288467227521293,0.27,0.081,4.0540581912058e-160,"Chir08Ox-b20000.2"
"Chir05Ox-b14010.2",0,1.36929499539806,0.371,0.082,0,"Chir05Ox-b14010.2"
"Chir03Ox-b20920.2",9.55236095279652e-48,0.289896210602645,0.178,0.082,1.8779941633198e-43,"Chir03Ox-b20920.2"
"Chir02Ox-b03920.2",0,0.75353048197599,0.392,0.083,0,"Chir02Ox-b03920.2"
"Chir02Ox-b17120.2",0,1.05354521921677,0.497,0.083,0,"Chir02Ox-b17120.2"
"Chir01Ox-b27150.2",0,1.21041025234142,0.651,0.084,0,"Chir01Ox-b27150.2"
"Chir08Ox-b19230.2",0,1.08210503865294,0.608,0.084,0,"Chir08Ox-b19230.2"
"Chir05Ox-b23570.2",4.22191299292358e-255,0.309591050228877,0.323,0.084,8.30028094408775e-251,"Chir05Ox-b23570.2"
